Code_INEGI,Municipio
20187,San Juan Coatzóspam
20188,San Juan Colorado
20189,San Juan Comaltepec
20190,San Juan Cotzocón
20206,San Juan de los Cués
20193,San Juan del Estado
20194,San Juan del Río
20195,San Juan Diuxi
20196,San Juan Evangelista Analco
20197,San Juan Guelavía
20198,San Juan Guichicovi
20199,San Juan Ihualtepec
20200,San Juan Juquila Mixes
20201,San Juan Juquila Vijanos
20202,San Juan Lachao
20203,San Juan Lachigalla
20204,San Juan Lajarcia
20205,San Juan Lalana
20207,San Juan Mazatlán
20208,San Juan Mixtepec
20209,San Juan Mixtepec.
20210,San Juan Ñumí
20211,San Juan Ozolotepec
20212,San Juan Petlapa
20213,San Juan Quiahije
20214,San Juan Quiotepec
20215,San Juan Sayultepec
20216,San Juan Tabaá
20217,San Juan Tamazola
20218,San Juan Teita
20219,San Juan Teitipac
20220,San Juan Tepeuxila
20221,San Juan Teposcolula
20222,San Juan Yaeé
20223,San Juan Yatzona
20224,San Juan Yucuita
20225,San Lorenzo
20226,San Lorenzo Albarradas
20227,San Lorenzo Cacaotepec
20228,San Lorenzo Cuaunecuiltitla
20229,San Lorenzo Texmelúcan
20230,San Lorenzo Victoria
20231,San Lucas Camotlán
20232,San Lucas Ojitlán
20233,San Lucas Quiaviní
20234,San Lucas Zoquiápam
20235,San Luis Amatlán
20236,San Marcial Ozolotepec
20237,San Marcos Arteaga
20238,San Martín de los Cansecos
20239,San Martín Huamelúlpam
20240,San Martín Itunyoso
20241,San Martín Lachilá
20242,San Martín Peras
20243,San Martín Tilcajete
20244,San Martín Toxpalan
20245,San Martín Zacatepec
20246,San Mateo Cajonos
20248,San Mateo del Mar
20250,San Mateo Etlatongo
20251,San Mateo Nejápam
20252,San Mateo Peñasco
20253,San Mateo Piñas
20254,San Mateo Río Hondo
20255,San Mateo Sindihui
20256,San Mateo Tlapiltepec
20249,San Mateo Yoloxochitlán
20566,San Mateo Yucutindoo
20257,San Melchor Betaza
20258,San Miguel Achiutla
20259,San Miguel Ahuehuetitlán
20260,San Miguel Aloápam
20261,San Miguel Amatitlán
20262,San Miguel Amatlán
20264,San Miguel Chicahua
20265,San Miguel Chimalapa
20263,San Miguel Coatlán
20266,San Miguel del Puerto
20267,San Miguel del Río
20268,San Miguel Ejutla
20269,San Miguel el Grande
20270,San Miguel Huautla
20271,San Miguel Mixtepec
20272,San Miguel Panixtlahuaca
20273,San Miguel Peras
20274,San Miguel Piedras
20275,San Miguel Quetzaltepec
20276,San Miguel Santa Flor
20278,San Miguel Soyaltepec
20279,San Miguel Suchixtepec
20281,San Miguel Tecomatlán
20282,San Miguel Tenango
20283,San Miguel Tequixtepec
20284,San Miguel Tilquiápam
20285,San Miguel Tlacamama
20286,San Miguel Tlacotepec
20287,San Miguel Tulancingo
20288,San Miguel Yotao
20289,San Nicolás
20290,San Nicolás Hidalgo
20291,San Pablo Coatlán
20292,San Pablo Cuatro Venados
20293,San Pablo Etla
20294,San Pablo Huitzo
20295,San Pablo Huixtepec
20296,San Pablo Macuiltianguis
20297,San Pablo Tijaltepec
20298,San Pablo Villa de Mitla
20299,San Pablo Yaganiza
20300,San Pedro Amuzgos
20301,San Pedro Apóstol
20302,San Pedro Atoyac
20303,San Pedro Cajonos
20305,San Pedro Comitancillo
20304,San Pedro Coxcaltepec Cántaros
20306,San Pedro el Alto
20307,San Pedro Huamelula
20308,San Pedro Huilotepec
20309,San Pedro Ixcatlán
20310,San Pedro Ixtlahuaca
20311,San Pedro Jaltepetongo
20312,San Pedro Jicayán
20313,San Pedro Jocotipac
20314,San Pedro Juchatengo
20315,San Pedro Mártir
20316,San Pedro Mártir Quiechapa
20317,San Pedro Mártir Yucuxaco
20318,San Pedro Mixtepec
20319,San Pedro Mixtepec
20320,San Pedro Molinos
20321,San Pedro Nopala
20322,San Pedro Ocopetatillo
20323,San Pedro Ocotepec
20324,San Pedro Pochutla
20325,San Pedro Quiatoni
20326,San Pedro Sochiápam
20327,San Pedro Tapanatepec
20328,San Pedro Taviche
20329,San Pedro Teozacoalco
20330,San Pedro Teutila
20331,San Pedro Tidaá
20332,San Pedro Topiltepec
20333,San Pedro Totolápam
20337,San Pedro y San Pablo Ayutla
20339,San Pedro y San Pablo Teposcolula
20340,San Pedro y San Pablo Tequixtepec
20335,San Pedro Yaneri
20336,San Pedro Yólox
20341,San Pedro Yucunama
20342,San Raymundo Jalpan
20343,San Sebastián Abasolo
20344,San Sebastián Coatlán
20345,San Sebastián Ixcapa
20346,San Sebastián Nicananduta
20347,San Sebastián Río Hondo
20348,San Sebastián Tecomaxtlahuaca
20349,San Sebastián Teitipac
20350,San Sebastián Tutla
20351,San Simón Almolongas
20352,San Simón Zahuatlán
20534,San Vicente Coatlán
20535,San Vicente Lachixío
20536,San Vicente Nuñú
20353,Santa Ana
20354,Santa Ana Ateixtlahuaca
20355,Santa Ana Cuauhtémoc
20356,Santa Ana del Valle
20357,Santa Ana Tavela
20358,Santa Ana Tlapacoyan
20359,Santa Ana Yareni
20360,Santa Ana Zegache
20361,Santa Catalina Quierí
20362,Santa Catarina Cuixtla
20363,Santa Catarina Ixtepeji
20364,Santa Catarina Juquila
20365,Santa Catarina Lachatao
20366,Santa Catarina Loxicha
20367,Santa Catarina Mechoacán
20368,Santa Catarina Minas
20369,Santa Catarina Quiané
20074,Santa Catarina Quioquitani
20370,Santa Catarina Tayata
20371,Santa Catarina Ticuá
20372,Santa Catarina Yosonotú
20373,Santa Catarina Zapoquila
20374,Santa Cruz Acatepec
20375,Santa Cruz Amilpas
20376,Santa Cruz de Bravo
20377,Santa Cruz Itundujia
20378,Santa Cruz Mixtepec
20379,Santa Cruz Nundaco
20380,Santa Cruz Papalutla
20381,Santa Cruz Tacache de Mina
20382,Santa Cruz Tacahua
20383,Santa Cruz Tayata
20384,Santa Cruz Xitla
20385,Santa Cruz Xoxocotlán
20386,Santa Cruz Zenzontepec
20387,Santa Gertrudis
20569,Santa Inés de Zaragoza
20388,Santa Inés del Monte
20389,Santa Inés Yatzeche
20390,Santa Lucía del Camino
20391,Santa Lucía Miahuatlán
20392,Santa Lucía Monteverde
20393,Santa Lucía Ocotlán
20047,Santa Magdalena Jicotlán
20394,Santa María Alotepec
20395,Santa María Apazco
20399,Santa María Atzompa
20400,Santa María Camotlán
20404,Santa María Chachoápam
20406,Santa María Chilchotla
20407,Santa María Chimalapa
20401,Santa María Colotepec
20402,Santa María Cortijo
20403,Santa María Coyotepec
20408,Santa María del Rosario
20409,Santa María del Tule
20410,Santa María Ecatepec
20411,Santa María Guelacé
20412,Santa María Guienagati
20413,Santa María Huatulco
20414,Santa María Huazolotitlán
20415,Santa María Ipalapa
20416,Santa María Ixcatlán
20417,Santa María Jacatepec
20418,Santa María Jalapa del Marqués
20419,Santa María Jaltianguis
20396,Santa María la Asunción
20420,Santa María Lachixío
20421,Santa María Mixtequilla
20422,Santa María Nativitas
20423,Santa María Nduayaco
20424,Santa María Ozolotepec
20425,Santa María Pápalo
20426,Santa María Peñoles
20427,Santa María Petapa
20428,Santa María Quiegolani
20429,Santa María Sola
20430,Santa María Tataltepec
20431,Santa María Tecomavaca
20432,Santa María Temaxcalapa
20433,Santa María Temaxcaltepec
20434,Santa María Teopoxco
20435,Santa María Tepantlali
20436,Santa María Texcatitlán
20437,Santa María Tlahuitoltepec
20438,Santa María Tlalixtac
20439,Santa María Tonameca
20440,Santa María Totolapilla
20441,Santa María Xadani
20442,Santa María Yalina
20443,Santa María Yavesía
20444,Santa María Yolotepec
20445,Santa María Yosoyúa
20446,Santa María Yucuhiti
20447,Santa María Zacatepec
20448,Santa María Zaniza
20449,Santa María Zoquitlán
20450,Santiago Amoltepec
20451,Santiago Apoala
20452,Santiago Apóstol
20453,Santiago Astata
20454,Santiago Atitlán
20455,Santiago Ayuquililla
20456,Santiago Cacaloxtepec
20457,Santiago Camotlán
20460,Santiago Choápam
20458,Santiago Comaltepec
20461,Santiago del Río
20462,Santiago Huajolotitlán
20463,Santiago Huauclilla
20464,Santiago Ihuitlán Plumas
20465,Santiago Ixcuintepec
20466,Santiago Ixtayutla
20467,Santiago Jamiltepec
20468,Santiago Jocotepec
20469,Santiago Juxtlahuaca
20470,Santiago Lachiguiri
20471,Santiago Lalopa
20472,Santiago Laollaga
20473,Santiago Laxopa
20474,Santiago Llano Grande
20475,Santiago Matatlán
20476,Santiago Miltepec
20477,Santiago Minas
20478,Santiago Nacaltepec
20479,Santiago Nejapilla
20066,Santiago Niltepec
20480,Santiago Nundiche
20481,Santiago Nuyoó
20482,Santiago Pinotepa Nacional
20483,Santiago Suchilquitongo
20484,Santiago Tamazola
20485,Santiago Tapextla
20487,Santiago Tenango
20488,Santiago Tepetlapa
20489,Santiago Tetepec
20490,Santiago Texcalcingo
20491,Santiago Textitlán
20492,Santiago Tilantongo
20493,Santiago Tillo
20494,Santiago Tlazoyaltepec
20495,Santiago Xanica
20496,Santiago Xiacuí
20497,Santiago Yaitepec
20498,Santiago Yaveo
20499,Santiago Yolomécatl
20500,Santiago Yosondúa
20501,Santiago Yucuyachi
20502,Santiago Zacatepec
20503,Santiago Zoochila
20506,Santo Domingo Albarradas
20507,Santo Domingo Armenta
20508,Santo Domingo Chihuitán
20509,Santo Domingo de Morelos
20505,Santo Domingo Ingenio
20510,Santo Domingo Ixcatlán
20511,Santo Domingo Nuxaá
20512,Santo Domingo Ozolotepec
20513,Santo Domingo Petapa
20514,Santo Domingo Roayaga
20515,Santo Domingo Tehuantepec
20516,Santo Domingo Teojomulco
20517,Santo Domingo Tepuxtepec
20518,Santo Domingo Tlatayápam
20519,Santo Domingo Tomaltepec
20520,Santo Domingo Tonalá
20521,Santo Domingo Tonaltepec
20522,Santo Domingo Xagacía
20523,Santo Domingo Yanhuitlán
20524,Santo Domingo Yodohino
20525,Santo Domingo Zanatepec
20530,Santo Tomás Jalieza
20531,Santo Tomás Mazaltepec
20532,Santo Tomás Ocotepec
20533,Santo Tomás Tamazulapan
20526,Santos Reyes Nopala
20527,Santos Reyes Pápalo
20528,Santos Reyes Tepejillo
20529,Santos Reyes Yucuná
20537,Silacayoápam
20538,Sitio de Xitlapehua
20539,Soledad Etla
20031,Tamazulápam del Espíritu Santo
20541,Tanetze de Zaragoza
20542,Taniche
20543,Tataltepec de Valdés
20544,Teococuilco de Marcos Pérez
20545,Teotitlán de Flores Magón
20546,Teotitlán del Valle
20547,Teotongo
20548,Tepelmeme Villa de Morelos
20551,Tlacolula de Matamoros
20552,Tlacotepec Plumas
20553,Tlalixtac de Cabrera
20554,Totontepec Villa de Morelos
20555,Trinidad Zaachila
20557,Unión Hidalgo
20558,Valerio Trujano
20405,Villa de Chilapa de Díaz
20338,Villa de Etla
20459,Villa de Santiago Chazumba
20540,Villa de Tamazulápam del Progreso
20334,Villa de Tututepec
20565,Villa de Zaachila
20560,Villa Díaz Ordaz
20038,Villa Hidalgo
20277,Villa Sola de Vega
20280,Villa Talea de Castro
20486,Villa Tejúpam de la Unión
20561,Yaxe
20563,Yogana
20564,Yutanduchi de Guerrero
20567,Zapotitlán Lagunas
20568,Zapotitlán Palmas
20570,Zimatlán de Álvarez
21001,Acajete
21002,Acateno
21003,Acatlán
21004,Acatzingo
21005,Acteopan
21006,Ahuacatlán
21007,Ahuatlán
21008,Ahuazotepec
21009,Ahuehuetitla
21010,Ajalpan
21011,Albino Zertuche
21012,Aljojuca
21013,Altepexi
21014,Amixtlán
21015,Amozoc
21016,Aquixtla
21017,Atempan
21018,Atexcal
21080,Atlequizayan
21019,Atlixco
21020,Atoyatempan
21021,Atzala
21022,Atzitzihuacán
21023,Atzitzintla
21024,Axutla
21025,Ayotoxco de Guerrero
21026,Calpan
21027,Caltepec
21028,Camocuautla
21099,Cañada Morelos
21029,Caxhuacan
21045,Chalchicomula de Sesma
21046,Chapulco
21047,Chiautla
21048,Chiautzingo
21050,Chichiquila
21049,Chiconcuautla
21051,Chietla
21052,Chigmecatitlán
21053,Chignahuapan
21054,Chignautla
21055,Chila
21056,Chila de la Sal
21058,Chilchotla
21059,Chinantla
21030,Coatepec
21031,Coatzingo
21032,Cohetzala
21033,Cohuecan
21034,Coronango
21035,Coxcatlán
21036,Coyomeapan
21037,Coyotepec
21038,Cuapiaxtla de Madero
21039,Cuautempan
21040,Cuautinchán
21041,Cuautlancingo
21042,Cuayuca de Andrade
21043,Cuetzalan del Progreso
21044,Cuyoaco
21060,Domingo Arenas
21061,Eloxochitlán
21062,Epatlán
21063,Esperanza
21064,Francisco Z. Mena
21065,General Felipe Ángeles
21066,Guadalupe
21067,Guadalupe Victoria
21068,Hermenegildo Galeana
21057,Honey
21069,Huaquechula
21070,Huatlatlauca
21071,Huauchinango
21072,Huehuetla
21073,Huehuetlán el Chico
21150,Huehuetlán el Grande
21074,Huejotzingo
21075,Hueyapan
21076,Hueytamalco
21077,Hueytlalpan
21078,Huitzilan de Serdán
21079,Huitziltepec
21081,Ixcamilpa de Guerrero
21082,Ixcaquixtla
21083,Ixtacamaxtitlán
21084,Ixtepec
21085,Izúcar de Matamoros
21086,Jalpan
21087,Jolalpan
21088,Jonotla
21089,Jopala
21090,Juan C. Bonilla
21091,Juan Galindo
21092,Juan N. Méndez
21095,La Magdalena Tlatlauquitepec
21093,Lafragua
21094,Libres
21118,Los Reyes de Juárez
21096,Mazapiltepec de Juárez
21097,Mixtla
21098,Molcaxac
21100,Naupan
21101,Nauzontla
21102,Nealtican
21103,Nicolás Bravo
21104,Nopalucan
21105,Ocotepec
21106,Ocoyucan
21107,Olintla
21108,Oriental
21109,Pahuatlán
21110,Palmar de Bravo
21111,Pantepec
21112,Petlalcingo
21113,Piaxtla
21114,Puebla
21115,Quecholac
21116,Quimixtlán
21117,Rafael Lara Grajales
21119,San Andrés Cholula
21120,San Antonio Cañada
21121,San Diego la Mesa Tochimiltzingo
21122,San Felipe Teotlalcingo
21123,San Felipe Tepatlán
21124,San Gabriel Chilac
21125,San Gregorio Atzompa
21126,San Jerónimo Tecuanipan
21127,San Jerónimo Xayacatlán
21128,San José Chiapa
21129,San José Miahuatlán
21130,San Juan Atenco
21131,San Juan Atzompa
21132,San Martín Texmelucan
21133,San Martín Totoltepec
21134,San Matías Tlalancaleca
21135,San Miguel Ixitlán
21136,San Miguel Xoxtla
21137,San Nicolás Buenos Aires
21138,San Nicolás de los Ranchos
21139,San Pablo Anicano
21140,San Pedro Cholula
21141,San Pedro Yeloixtlahuaca
21142,San Salvador el Seco
21143,San Salvador el Verde
21144,San Salvador Huixcolotla
21145,San Sebastián Tlacotepec
21146,Santa Catarina Tlaltempan
21147,Santa Inés Ahuatempan
21148,Santa Isabel Cholula
21149,Santiago Miahuatlán
21151,Santo Tomás Hueyotlipan
21152,Soltepec
21153,Tecali de Herrera
21154,Tecamachalco
21155,Tecomatlán
21156,Tehuacán
21157,Tehuitzingo
21158,Tenampulco
21159,Teopantlán
21160,Teotlalco
21161,Tepanco de López
21162,Tepango de Rodríguez
21163,Tepatlaxco de Hidalgo
21164,Tepeaca
21165,Tepemaxalco
21166,Tepeojuma
21167,Tepetzintla
21168,Tepexco
21169,Tepexi de Rodríguez
21170,Tepeyahualco
21171,Tepeyahualco de Cuauhtémoc
21172,Tetela de Ocampo
21173,Teteles de Ávila Castillo
21174,Teziutlán
21175,Tianguismanalco
21176,Tilapa
21179,Tlachichuca
21177,Tlacotepec de Benito Juárez
21178,Tlacuilotepec
21180,Tlahuapan
21181,Tlaltenango
21182,Tlanepantla
21183,Tlaola
21184,Tlapacoya
21185,Tlapanalá
21186,Tlatlauquitepec
21187,Tlaxco
21188,Tochimilco
21189,Tochtepec
21190,Totoltepec de Guerrero
21191,Tulcingo
21192,Tuzamapan de Galeana
21193,Tzicatlacoyan
21194,Venustiano Carranza
21195,Vicente Guerrero
21196,Xayacatlán de Bravo
21197,Xicotepec
21198,Xicotlán
21199,Xiutetelco
21200,Xochiapulco
21201,Xochiltepec
21202,Xochitlán de Vicente Suárez
21203,Xochitlán Todos Santos
21204,Yaonáhuac
21205,Yehualtepec
21206,Zacapala
21207,Zacapoaxtla
21208,Zacatlán
21209,Zapotitlán
21210,Zapotitlán de Méndez
21211,Zaragoza
21212,Zautla
21213,Zihuateutla
21214,Zinacatepec
21215,Zongozotla
21216,Zoquiapan
21217,Zoquitlán
22001,Amealco de Bonfil
22003,Arroyo Seco
22004,Cadereyta de Montes
22005,Colón
22006,Corregidora
22011,El Marqués
22007,Ezequiel Montes
22008,Huimilpan
22009,Jalpan de Serra
22010,Landa de Matamoros
22012,Pedro Escobedo
22013,Peñamiller
22002,Pinal de Amoles
22014,Querétaro
22015,San Joaquín
22016,San Juan del Río
22017,Tequisquiapan
22018,Tolimán
23010,Bacalar
23005,Benito Juárez
23001,Cozumel
23002,Felipe Carrillo Puerto
23003,Isla Mujeres
23006,José María Morelos
23007,Lázaro Cárdenas
23004,Othón P. Blanco
23011,Puerto Morelos
23008,Solidaridad
23009,Tulum
24001,Ahualulco
24002,Alaquines
24003,Aquismón
24004,Armadillo de los Infante
24053,Axtla de Terrazas
24005,Cárdenas
24006,Catorce
24007,Cedral
24008,Cerritos
24009,Cerro de San Pedro
24015,Charcas
24010,Ciudad del Maíz
24011,Ciudad Fernández
24013,Ciudad Valles
24014,Coxcatlán
24016,Ebano
24058,El Naranjo
24017,Guadalcázar
24018,Huehuetlán
24019,Lagunillas
24020,Matehuala
24057,Matlapa
24021,Mexquitic de Carmona
24022,Moctezuma
24023,Rayón
24024,Rioverde
24025,Salinas
24026,San Antonio
24027,San Ciro de Acosta
24028,San Luis Potosí
24029,San Martín Chalchicuautla
24030,San Nicolás Tolentino
24034,San Vicente Tancuayalab
24031,Santa Catarina
24032,Santa María del Río
24033,Santo Domingo
24035,Soledad de Graciano Sánchez
24036,Tamasopo
24037,Tamazunchale
24038,Tampacán
24039,Tampamolón Corona
24040,Tamuín
24012,Tancanhuitz
24041,Tanlajás
24042,Tanquián de Escobedo
24043,Tierra Nueva
24044,Vanegas
24045,Venado
24056,Villa de Arista
24046,Villa de Arriaga
24047,Villa de Guadalupe
24048,Villa de la Paz
24049,Villa de Ramos
24050,Villa de Reyes
24051,Villa Hidalgo
24052,Villa Juárez
24054,Xilitla
24055,Zaragoza
25001,Ahome
25002,Angostura
25003,Badiraguato
25007,Choix
25004,Concordia
25005,Cosalá
25006,Culiacán
25010,El Fuerte
25008,Elota
25009,Escuinapa
25011,Guasave
25012,Mazatlán
25013,Mocorito
25018,Navolato
25014,Rosario
25015,Salvador Alvarado
25016,San Ignacio
25017,Sinaloa
26001,Aconchi
26002,Agua Prieta
26003,Alamos
26004,Altar
26005,Arivechi
26006,Arizpe
26007,Atil
26008,Bacadéhuachi
26009,Bacanora
26010,Bacerac
26011,Bacoachi
26012,Bácum
26013,Banámichi
26014,Baviácora
26015,Bavispe
26071,Benito Juárez
26016,Benjamín Hill
26017,Caborca
26018,Cajeme
26019,Cananea
26020,Carbó
26022,Cucurpe
26023,Cumpas
26024,Divisaderos
26025,Empalme
26026,Etchojoa
26027,Fronteras
26070,General Plutarco Elías Calles
26028,Granados
26029,Guaymas
26030,Hermosillo
26031,Huachinera
26032,Huásabas
26033,Huatabampo
26034,Huépac
26035,Imuris
26021,La Colorada
26036,Magdalena
26037,Mazatán
26038,Moctezuma
26039,Naco
26040,Nácori Chico
26041,Nacozari de García
26042,Navojoa
26043,Nogales
26044,Ónavas
26045,Opodepe
26046,Oquitoa
26047,Pitiquito
26048,Puerto Peñasco
26049,Quiriego
26050,Rayón
26051,Rosario
26052,Sahuaripa
26053,San Felipe de Jesús
26072,San Ignacio Río Muerto
26054,San Javier
26055,San Luis Río Colorado
26056,San Miguel de Horcasitas
26057,San Pedro de la Cueva
26058,Santa Ana
26059,Santa Cruz
26060,Sáric
26061,Soyopa
26062,Suaqui Grande
26063,Tepache
26064,Trincheras
26065,Tubutama
26066,Ures
26067,Villa Hidalgo
26068,Villa Pesqueira
26069,Yécora
27001,Balancán
27002,Cárdenas
27003,Centla
27004,Centro
27005,Comalcalco
27006,Cunduacán
27007,Emiliano Zapata
27008,Huimanguillo
27009,Jalapa
27010,Jalpa de Méndez
27011,Jonuta
27012,Macuspana
27013,Nacajuca
27014,Paraíso
27015,Tacotalpa
27016,Teapa
27017,Tenosique
28001,Abasolo
28002,Aldama
28003,Altamira
28004,Antiguo Morelos
28005,Burgos
28006,Bustamante
28007,Camargo
28008,Casas
28009,Ciudad Madero
28010,Cruillas
28021,El Mante
28011,Gómez Farías
28012,González
28013,Güémez
28014,Guerrero
28015,Gustavo Díaz Ordaz
28016,Hidalgo
28017,Jaumave
28018,Jiménez
28019,Llera
28020,Mainero
28022,Matamoros
28023,Méndez
28024,Mier
28025,Miguel Alemán
28026,Miquihuana
28027,Nuevo Laredo
28028,Nuevo Morelos
28029,Ocampo
28030,Padilla
28031,Palmillas
28032,Reynosa
28033,Río Bravo
28034,San Carlos
28035,San Fernando
28036,San Nicolás
28037,Soto la Marina
28038,Tampico
28039,Tula
28040,Valle Hermoso
28041,Victoria
28042,Villagrán
28043,Xicoténcatl
29022,Acuamanala de Miguel Hidalgo
29001,Amaxac de Guerrero
29002,Apetatitlán de Antonio Carvajal
29005,Apizaco
29003,Atlangatepec
29004,Atltzayanca
29045,Benito Juárez
29006,Calpulalpan
29010,Chiautempan
29018,Contla de Juan Cuamatzi
29008,Cuapiaxtla
29009,Cuaxomulco
29007,El Carmen Tequexquitla
29046,Emiliano Zapata
29012,Españita
29013,Huamantla
29014,Hueyotlipan
29015,Ixtacuixtla de Mariano Matamoros
29016,Ixtenco
29048,La Magdalena Tlaltelulco
29047,Lázaro Cárdenas
29017,Mazatecochco de José María Morelos
29011,Muñoz de Domingo Arenas
29021,Nanacamilpa de Mariano Arista
29023,Natívitas
29024,Panotla
29041,Papalotla de Xicohténcatl
29049,San Damián Texóloc
29050,San Francisco Tetlanohcan
29051,San Jerónimo Zacualpan
29052,San José Teacalco
29053,San Juan Huactzinco
29054,San Lorenzo Axocomanitla
29055,San Lucas Tecopilco
29025,San Pablo del Monte
29020,Sanctórum de Lázaro Cárdenas
29056,Santa Ana Nopalucan
29057,Santa Apolonia Teacalco
29058,Santa Catarina Ayometla
29059,Santa Cruz Quilehtla
29026,Santa Cruz Tlaxcala
29060,Santa Isabel Xiloxoxtla
29027,Tenancingo
29028,Teolocholco
29019,Tepetitla de Lardizábal
29029,Tepeyanco
29030,Terrenate
29031,Tetla de la Solidaridad
29032,Tetlatlahuca
29033,Tlaxcala
29034,Tlaxco
29035,Tocatlán
29036,Totolac
29038,Tzompantepec
29039,Xaloztoc
29040,Xaltocan
29042,Xicohtzinco
29043,Yauhquemehcan
29044,Zacatelco
29037,Ziltlaltépec de Trinidad Sánchez Santos
30001,Acajete
30002,Acatlán
30003,Acayucan
30004,Actopan
30005,Acula
30006,Acultzingo
30204,Agua Dulce
30160,Álamo Temapache
30008,Alpatláhuac
30009,Alto Lucero de Gutiérrez Barrios
30010,Altotonga
30011,Alvarado
30012,Amatitlán
30014,Amatlán de los Reyes
30015,Angel R. Cabada
30017,Apazapan
30018,Aquila
30019,Astacinga
30020,Atlahuilco
30021,Atoyac
30022,Atzacan
30023,Atzalan
30025,Ayahualulco
30026,Banderilla
30027,Benito Juárez
30028,Boca del Río
30029,Calcahualco
30007,Camarón de Tejeda
30030,Camerino Z. Mendoza
30208,Carlos A. Carrillo
30031,Carrillo Puerto
30157,Castillo de Teayo
30032,Catemaco
30033,Cazones de Herrera
30034,Cerro Azul
30054,Chacaltianguis
30055,Chalma
30056,Chiconamel
30057,Chiconquiaco
30058,Chicontepec
30059,Chinameca
30060,Chinampa de Gorostiza
30062,Chocamán
30063,Chontla
30064,Chumatlán
30035,Citlaltépetl
30036,Coacoatzintla
30037,Coahuitlán
30038,Coatepec
30039,Coatzacoalcos
30040,Coatzintla
30041,Coetzala
30042,Colipa
30043,Comapa
30044,Córdoba
30045,Cosamaloapan de Carpio
30046,Cosautlán de Carvajal
30047,Coscomatepec
30048,Cosoleacaque
30049,Cotaxtla
30050,Coxquihui
30051,Coyutla
30052,Cuichapa
30053,Cuitláhuac
30205,El Higo
30065,Emiliano Zapata
30066,Espinal
30067,Filomeno Mata
30068,Fortín
30069,Gutiérrez Zamora
30070,Hidalgotitlán
30071,Huatusco
30072,Huayacocotla
30073,Hueyapan de Ocampo
30074,Huiloapan de Cuauhtémoc
30075,Ignacio de la Llave
30076,Ilamatlán
30077,Isla
30078,Ixcatepec
30079,Ixhuacán de los Reyes
30083,Ixhuatlán de Madero
30080,Ixhuatlán del Café
30082,Ixhuatlán del Sureste
30081,Ixhuatlancillo
30084,Ixmatlahuacan
30085,Ixtaczoquitlán
30086,Jalacingo
30088,Jalcomulco
30089,Jáltipan
30090,Jamapa
30091,Jesús Carranza
30093,Jilotepec
30169,José Azueta
30094,Juan Rodríguez Clara
30095,Juchique de Ferrer
30016,La Antigua
30127,La Perla
30096,Landero y Coss
30061,Las Choapas
30107,Las Minas
30132,Las Vigas de Ramírez
30097,Lerdo de Tejada
30137,Los Reyes
30098,Magdalena
30099,Maltrata
30100,Manlio Fabio Altamirano
30101,Mariano Escobedo
30102,Martínez de la Torre
30103,Mecatlán
30104,Mecayapan
30105,Medellín de Bravo
30106,Miahuatlán
30108,Minatitlán
30109,Misantla
30110,Mixtla de Altamirano
30111,Moloacán
30206,Nanchital de Lázaro Cárdenas del Río
30112,Naolinco
30113,Naranjal
30013,Naranjos Amatlán
30114,Nautla
30115,Nogales
30116,Oluta
30117,Omealca
30118,Orizaba
30119,Otatitlán
30120,Oteapan
30121,Ozuluama de Mascareñas
30122,Pajapan
30123,Pánuco
30124,Papantla
30126,Paso de Ovejas
30125,Paso del Macho
30128,Perote
30129,Platón Sánchez
30130,Playa Vicente
30131,Poza Rica de Hidalgo
30133,Pueblo Viejo
30134,Puente Nacional
30135,Rafael Delgado
30136,Rafael Lucio
30138,Río Blanco
30139,Saltabarranca
30140,San Andrés Tenejapan
30141,San Andrés Tuxtla
30142,San Juan Evangelista
30211,San Rafael
30212,Santiago Sochiapan
30143,Santiago Tuxtla
30144,Sayula de Alemán
30146,Sochiapa
30145,Soconusco
30147,Soledad Atzompa
30148,Soledad de Doblado
30149,Soteapan
30150,Tamalín
30151,Tamiahua
30152,Tampico Alto
30153,Tancoco
30154,Tantima
30155,Tantoyuca
30209,Tatahuicapan de Juárez
30156,Tatatila
30158,Tecolutla
30159,Tehuipango
30161,Tempoal
30162,Tenampa
30163,Tenochtitlán
30164,Teocelo
30165,Tepatlaxco
30166,Tepetlán
30167,Tepetzintla
30168,Tequila
30170,Texcatepec
30171,Texhuacán
30172,Texistepec
30173,Tezonapa
30174,Tierra Blanca
30175,Tihuatlán
30180,Tlachichilco
30176,Tlacojalpan
30177,Tlacolulan
30178,Tlacotalpan
30179,Tlacotepec de Mejía
30181,Tlalixcoyan
30182,Tlalnelhuayocan
30024,Tlaltetela
30183,Tlapacoyan
30184,Tlaquilpa
30185,Tlilapan
30186,Tomatlán
30187,Tonayán
30188,Totutla
30207,Tres Valles
30189,Tuxpan
30190,Tuxtilla
30191,Ursulo Galván
30210,Uxpanapa
30192,Vega de Alatorre
30193,Veracruz
30194,Villa Aldama
30087,Xalapa
30092,Xico
30195,Xoxocotla
30196,Yanga
30197,Yecuatla
30198,Zacualpan
30199,Zaragoza
30200,Zentla
30201,Zongolica
30202,Zontecomatlán de López y Fuentes
30203,Zozocolco de Hidalgo
31001,Abalá
31002,Acanceh
31003,Akil
31004,Baca
31005,Bokobá
31006,Buctzotz
31007,Cacalchén
31008,Calotmul
31009,Cansahcab
31010,Cantamayec
31011,Celestún
31012,Cenotillo
31016,Chacsinkín
31017,Chankom
31018,Chapab
31019,Chemax
31021,Chichimilá
