Code_INEGI,Municipality,Industry Group ID,Industry Group,Workforce
5030,Saltillo,6212,Consultorios Dentales,430
5030,Saltillo,6221,Hospitales Generales,992
5030,Saltillo,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,6289
5030,Saltillo,6231,"Residencias con Cuidados de Enfermeras para Enfermos Convalecientes, en Rehabilitación, Incurables y Terminales",350
5030,Saltillo,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,857
5030,Saltillo,7114,"Agentes y Representantes de Artistas, Deportistas y Similares",269
5030,Saltillo,7115,"Artistas, Escritores y Técnicos Independientes",121
5030,Saltillo,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,1413
5030,Saltillo,7223,Servicios de Preparación de Alimentos por Encargo,336
5030,Saltillo,8111,Reparación y Mantenimiento de Automóviles y Camiones,5529
5030,Saltillo,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,6148
5030,Saltillo,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",4800
5030,Saltillo,8122,Lavanderías y Tintorerías,286
5030,Saltillo,9312,Administración Pública en General,4753
5030,Saltillo,9313,Regulación y Fomento del Desarrollo Económico,7734
5030,Saltillo,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,3376
5031,San Buenaventura,1121,Explotación de Bovinos,245
5031,San Buenaventura,2123,Minería de Minerales no Metálicos,245
5031,San Buenaventura,2361,Edificación Residencial,596
5031,San Buenaventura,2382,Instalaciones y Equipamiento en Construcciones,2213
5031,San Buenaventura,3110,Industria Alimentaria,490
5031,San Buenaventura,3120,Industria de las Bebidas y del Tabaco,305
5031,San Buenaventura,3150,Fabricación de Prendas de Vestir,915
5031,San Buenaventura,3310,Industrias Metálicas Básicas,1802
5031,San Buenaventura,3330,Fabricación de Maquinaria y Equipo,351
5031,San Buenaventura,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,6446
5031,San Buenaventura,4611,Comercio al por Menor de Abarrotes y Alimentos,2929
5031,San Buenaventura,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,305
5031,San Buenaventura,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",305
5031,San Buenaventura,4681,Comercio al por Menor de Automóviles y Camionetas,245
5031,San Buenaventura,5221,Banca Múltiple,656
5031,San Buenaventura,5322,Alquiler de Artículos para el Hogar y Personales,305
5031,San Buenaventura,5411,Servicios Legales,305
5031,San Buenaventura,5613,Servicios de Empleo,702
5031,San Buenaventura,6112,Escuelas de Educación Técnica Superior,245
5031,San Buenaventura,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,245
5031,San Buenaventura,8111,Reparación y Mantenimiento de Automóviles y Camiones,702
5031,San Buenaventura,9313,Regulación y Fomento del Desarrollo Económico,245
5033,San Pedro,1121,Explotación de Bovinos,2489
5033,San Pedro,2382,Instalaciones y Equipamiento en Construcciones,999
5033,San Pedro,3110,Industria Alimentaria,1292
5033,San Pedro,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",333
5033,San Pedro,3150,Fabricación de Prendas de Vestir,2837
5033,San Pedro,3330,Fabricación de Maquinaria y Equipo,626
5033,San Pedro,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,5073
5033,San Pedro,3370,"Fabricación de Muebles, Colchones y Persianas",333
5033,San Pedro,4611,Comercio al por Menor de Abarrotes y Alimentos,949
5033,San Pedro,5611,Servicios de Administración de Negocios,333
5033,San Pedro,6112,Escuelas de Educación Técnica Superior,646
5033,San Pedro,8111,Reparación y Mantenimiento de Automóviles y Camiones,333
5033,San Pedro,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,308
5033,San Pedro,9312,Administración Pública en General,313
5033,San Pedro,9313,Regulación y Fomento del Desarrollo Económico,333
5033,San Pedro,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,333
5035,Torreón,1121,Explotación de Bovinos,2211
5035,Torreón,2122,Minería de Minerales Metálicos,340
5035,Torreón,2123,Minería de Minerales no Metálicos,553
5035,Torreón,2131,Servicios Relacionados con la Minería,136
5035,Torreón,2221,"Captación, Tratamiento y Suministro de Agua",220
5035,Torreón,2361,Edificación Residencial,9642
5035,Torreón,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",1507
5035,Torreón,2382,Instalaciones y Equipamiento en Construcciones,11973
5035,Torreón,3110,Industria Alimentaria,11094
5035,Torreón,3120,Industria de las Bebidas y del Tabaco,1902
5035,Torreón,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",646
5035,Torreón,3150,Fabricación de Prendas de Vestir,7034
5035,Torreón,3210,Industria de la Madera,469
5035,Torreón,3220,Industria del Papel,847
5035,Torreón,3230,Impresión e Industrias Conexas,2576
5035,Torreón,3250,Industria Química,1005
5035,Torreón,3260,Industria del Plástico y del Hule,1495
5035,Torreón,3270,Fabricación de Productos a Base de Minerales no Metálicos,1423
5035,Torreón,3310,Industrias Metálicas Básicas,3430
5035,Torreón,3320,Fabricación de Productos Metálicos,8008
5035,Torreón,3330,Fabricación de Maquinaria y Equipo,3742
5035,Torreón,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",321
5035,Torreón,3350,"Fabricación de Accesorios, Aparatos Eléctricos y Equipo de Generación de Energía Eléctrica",838
5035,Torreón,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,15257
5035,Torreón,3370,"Fabricación de Muebles, Colchones y Persianas",3034
5035,Torreón,3380,3380,704
5035,Torreón,4611,Comercio al por Menor de Abarrotes y Alimentos,16958
5035,Torreón,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",1540
5035,Torreón,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",5864
5035,Torreón,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",190
5035,Torreón,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,3018
5035,Torreón,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,4422
5035,Torreón,4652,Comercio al por Menor de Artículos para el Esparcimiento,492
5035,Torreón,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,3407
5035,Torreón,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",2267
5035,Torreón,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",5436
5035,Torreón,4681,Comercio al por Menor de Automóviles y Camionetas,5894
5035,Torreón,4881,Servicios Relacionados con el Transporte Aéreo,444
5035,Torreón,5221,Banca Múltiple,1506
5035,Torreón,5222,Instituciones Financieras de Fomento Económico,1332
5035,Torreón,5321,"Alquiler de Automóviles, Camiones y otros Transportes Terrestres",122
5035,Torreón,5322,Alquiler de Artículos para el Hogar y Personales,1022
5035,Torreón,5411,Servicios Legales,11154
5035,Torreón,5413,"Servicios de Arquitectura, Ingeniería y Actividades Relacionadas",347
5035,Torreón,5414,Diseño Especializado,241
5035,Torreón,5611,Servicios de Administración de Negocios,1192
5035,Torreón,5613,Servicios de Empleo,3457
5035,Torreón,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",3851
5035,Torreón,5615,Agencias de Viajes y Servicios de Reservaciones,157
5035,Torreón,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",3031
5035,Torreón,6112,Escuelas de Educación Técnica Superior,8109
5035,Torreón,6211,Consultorios Médicos,4620
5035,Torreón,6212,Consultorios Dentales,414
5035,Torreón,6221,Hospitales Generales,1771
5035,Torreón,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,7022
5035,Torreón,6231,"Residencias con Cuidados de Enfermeras para Enfermos Convalecientes, en Rehabilitación, Incurables y Terminales",214
5035,Torreón,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,358
5035,Torreón,7112,Deportistas y Equipos Deportivos Profesionales,420
5035,Torreón,7113,"Promotores de Espectáculos Artísticos, Culturales, Deportivos y Similares",222
5035,Torreón,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,2093
5035,Torreón,7132,"Casinos, Loterías y otros Juegos de Azar",108
5035,Torreón,8111,Reparación y Mantenimiento de Automóviles y Camiones,5438
5035,Torreón,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,6497
5035,Torreón,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",6595
5035,Torreón,8123,Servicios Funerarios y Administración de Cementerios,991
5035,Torreón,9312,Administración Pública en General,3289
5035,Torreón,9313,Regulación y Fomento del Desarrollo Económico,2000
5035,Torreón,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,3662
5036,Viesca,1121,Explotación de Bovinos,826
5036,Viesca,2361,Edificación Residencial,873
5036,Viesca,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",192
5036,Viesca,2382,Instalaciones y Equipamiento en Construcciones,1065
5036,Viesca,3110,Industria Alimentaria,384
5036,Viesca,3150,Fabricación de Prendas de Vestir,1629
5036,Viesca,3210,Industria de la Madera,454
5036,Viesca,3320,Fabricación de Productos Metálicos,192
5036,Viesca,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,192
5036,Viesca,3370,"Fabricación de Muebles, Colchones y Persianas",1844
5036,Viesca,4611,Comercio al por Menor de Abarrotes y Alimentos,2519
5036,Viesca,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",192
5036,Viesca,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",419
5036,Viesca,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,192
5036,Viesca,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,826
5036,Viesca,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",611
5036,Viesca,4681,Comercio al por Menor de Automóviles y Camionetas,192
5036,Viesca,5222,Instituciones Financieras de Fomento Económico,413
5036,Viesca,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",413
5036,Viesca,6112,Escuelas de Educación Técnica Superior,1466
5036,Viesca,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,192
5036,Viesca,8111,Reparación y Mantenimiento de Automóviles y Camiones,192
5036,Viesca,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,605
5036,Viesca,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",1018
5036,Viesca,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,681
5037,Villa Unión,1121,Explotación de Bovinos,5010
5037,Villa Unión,2382,Instalaciones y Equipamiento en Construcciones,334
5037,Villa Unión,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,2338
5037,Villa Unión,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",668
5037,Villa Unión,6212,Consultorios Dentales,334
6001,Armería,1121,Explotación de Bovinos,293
6001,Armería,1141,Pesca,147
6001,Armería,2123,Minería de Minerales no Metálicos,121
6001,Armería,2361,Edificación Residencial,44
6001,Armería,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",147
6001,Armería,2382,Instalaciones y Equipamiento en Construcciones,417
6001,Armería,3110,Industria Alimentaria,1301
6001,Armería,3120,Industria de las Bebidas y del Tabaco,102
6001,Armería,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",201
6001,Armería,3150,Fabricación de Prendas de Vestir,249
6001,Armería,3210,Industria de la Madera,89
6001,Armería,3250,Industria Química,121
6001,Armería,3270,Fabricación de Productos a Base de Minerales no Metálicos,452
6001,Armería,3320,Fabricación de Productos Metálicos,288
6001,Armería,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,424
6001,Armería,3380,3380,89
6001,Armería,4611,Comercio al por Menor de Abarrotes y Alimentos,870
6001,Armería,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",89
6001,Armería,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",258
6001,Armería,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",121
6001,Armería,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,147
6001,Armería,4652,Comercio al por Menor de Artículos para el Esparcimiento,147
6001,Armería,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,224
6001,Armería,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",242
6001,Armería,4681,Comercio al por Menor de Automóviles y Camionetas,371
6001,Armería,4881,Servicios Relacionados con el Transporte Aéreo,346
6001,Armería,5411,Servicios Legales,102
6001,Armería,6112,Escuelas de Educación Técnica Superior,102
6001,Armería,6212,Consultorios Dentales,112
6001,Armería,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,121
6001,Armería,8111,Reparación y Mantenimiento de Automóviles y Camiones,344
6001,Armería,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,121
6001,Armería,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",102
6001,Armería,9312,Administración Pública en General,147
6001,Armería,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,465
6002,Colima,1121,Explotación de Bovinos,478
6002,Colima,2122,Minería de Minerales Metálicos,484
6002,Colima,2123,Minería de Minerales no Metálicos,59
6002,Colima,2221,"Captación, Tratamiento y Suministro de Agua",230
6002,Colima,2361,Edificación Residencial,2092
6002,Colima,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",691
6002,Colima,2382,Instalaciones y Equipamiento en Construcciones,3450
6002,Colima,3110,Industria Alimentaria,2710
6002,Colima,3120,Industria de las Bebidas y del Tabaco,467
6002,Colima,3140,"Fabricación de Productos Textiles, Excepto Prendas de Vestir",102
6002,Colima,3150,Fabricación de Prendas de Vestir,340
6002,Colima,3160,"Curtido y Acabado de Cuero y Piel, y Fabricación de Productos de Cuero, Piel y Materiales Sucedáneos",96
6002,Colima,3210,Industria de la Madera,102
6002,Colima,3220,Industria del Papel,42
6002,Colima,3230,Impresión e Industrias Conexas,232
6002,Colima,3250,Industria Química,202
6002,Colima,3270,Fabricación de Productos a Base de Minerales no Metálicos,313
6002,Colima,3320,Fabricación de Productos Metálicos,739
6002,Colima,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,1186
6002,Colima,3370,"Fabricación de Muebles, Colchones y Persianas",272
6002,Colima,3380,3380,282
6002,Colima,4611,Comercio al por Menor de Abarrotes y Alimentos,3544
6002,Colima,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",395
6002,Colima,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",1170
6002,Colima,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",325
6002,Colima,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,1181
6002,Colima,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,1213
6002,Colima,4652,Comercio al por Menor de Artículos para el Esparcimiento,120
6002,Colima,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,1453
6002,Colima,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",280
6002,Colima,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",696
6002,Colima,4681,Comercio al por Menor de Automóviles y Camionetas,1078
6002,Colima,4881,Servicios Relacionados con el Transporte Aéreo,90
6002,Colima,4882,Servicios Relacionados con el Transporte por Ferrocarril,49
6002,Colima,5221,Banca Múltiple,218
6002,Colima,5222,Instituciones Financieras de Fomento Económico,288
6002,Colima,5223,Uniones de Crédito e Instituciones de Ahorro,47
6002,Colima,5322,Alquiler de Artículos para el Hogar y Personales,249
6002,Colima,5411,Servicios Legales,2055
6002,Colima,5412,"Servicios de Contabilidad, Auditoría y Servicios Relacionados",110
6002,Colima,5413,"Servicios de Arquitectura, Ingeniería y Actividades Relacionadas",185
6002,Colima,5611,Servicios de Administración de Negocios,506
6002,Colima,5613,Servicios de Empleo,666
6002,Colima,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",1210
6002,Colima,5615,Agencias de Viajes y Servicios de Reservaciones,146
6002,Colima,5616,"Servicios de Investigación, Protección y Seguridad",238
6002,Colima,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",474
6002,Colima,6112,Escuelas de Educación Técnica Superior,3094
6002,Colima,6211,Consultorios Médicos,1361
6002,Colima,6212,Consultorios Dentales,599
6002,Colima,6221,Hospitales Generales,215
6002,Colima,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,2467
6002,Colima,6231,"Residencias con Cuidados de Enfermeras para Enfermos Convalecientes, en Rehabilitación, Incurables y Terminales",271
6002,Colima,6241,Servicios de Orientación y Trabajo Social,89
6002,Colima,6242,"Servicios Comunitarios de Alimentación, Refugio y Emergencia",49
6002,Colima,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,257
6002,Colima,7112,Deportistas y Equipos Deportivos Profesionales,57
6002,Colima,7113,"Promotores de Espectáculos Artísticos, Culturales, Deportivos y Similares",207
6002,Colima,7114,"Agentes y Representantes de Artistas, Deportistas y Similares",51
6002,Colima,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,583
6002,Colima,8111,Reparación y Mantenimiento de Automóviles y Camiones,1742
6002,Colima,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,1170
6002,Colima,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",1766
6002,Colima,8122,Lavanderías y Tintorerías,131
6002,Colima,8123,Servicios Funerarios y Administración de Cementerios,89
6002,Colima,9312,Administración Pública en General,2469
6002,Colima,9313,Regulación y Fomento del Desarrollo Económico,3269
6002,Colima,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,1258
6003,Comala,1121,Explotación de Bovinos,765
6003,Comala,2361,Edificación Residencial,530
6003,Comala,2382,Instalaciones y Equipamiento en Construcciones,1080
6003,Comala,3110,Industria Alimentaria,328
6003,Comala,3160,"Curtido y Acabado de Cuero y Piel, y Fabricación de Productos de Cuero, Piel y Materiales Sucedáneos",129
6003,Comala,3230,Impresión e Industrias Conexas,129
6003,Comala,3270,Fabricación de Productos a Base de Minerales no Metálicos,154
6003,Comala,3370,"Fabricación de Muebles, Colchones y Persianas",348
6003,Comala,4611,Comercio al por Menor de Abarrotes y Alimentos,222
6003,Comala,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",348
6003,Comala,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",116
6003,Comala,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,116
6003,Comala,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,154
6003,Comala,5222,Instituciones Financieras de Fomento Económico,386
6003,Comala,5322,Alquiler de Artículos para el Hogar y Personales,116
6003,Comala,5411,Servicios Legales,245
6003,Comala,5412,"Servicios de Contabilidad, Auditoría y Servicios Relacionados",154
6003,Comala,5611,Servicios de Administración de Negocios,154
6003,Comala,6112,Escuelas de Educación Técnica Superior,270
6003,Comala,6211,Consultorios Médicos,503
6003,Comala,6212,Consultorios Dentales,308
6003,Comala,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,283
6003,Comala,8111,Reparación y Mantenimiento de Automóviles y Camiones,232
6003,Comala,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,154
6003,Comala,9313,Regulación y Fomento del Desarrollo Económico,106
6003,Comala,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,659
6004,Coquimatlán,1121,Explotación de Bovinos,654
6004,Coquimatlán,2122,Minería de Minerales Metálicos,111
6004,Coquimatlán,2221,"Captación, Tratamiento y Suministro de Agua",109
6004,Coquimatlán,2361,Edificación Residencial,466
6004,Coquimatlán,2382,Instalaciones y Equipamiento en Construcciones,644
6004,Coquimatlán,3110,Industria Alimentaria,433
6004,Coquimatlán,3120,Industria de las Bebidas y del Tabaco,109
6004,Coquimatlán,3150,Fabricación de Prendas de Vestir,220
6004,Coquimatlán,3270,Fabricación de Productos a Base de Minerales no Metálicos,109
6004,Coquimatlán,3320,Fabricación de Productos Metálicos,222
6004,Coquimatlán,3340,"Fabricación de Equipo de Computación, Comunicación, Medición y de otros Equipos, Componentes y Accesorios Electrónicos",106
6004,Coquimatlán,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,212
6004,Coquimatlán,3370,"Fabricación de Muebles, Colchones y Persianas",444
6004,Coquimatlán,4611,Comercio al por Menor de Abarrotes y Alimentos,541
6004,Coquimatlán,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",109
6004,Coquimatlán,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",109
6004,Coquimatlán,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,111
6004,Coquimatlán,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,218
6004,Coquimatlán,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",111
6004,Coquimatlán,4681,Comercio al por Menor de Automóviles y Camionetas,111
6004,Coquimatlán,5411,Servicios Legales,109
6004,Coquimatlán,6112,Escuelas de Educación Técnica Superior,109
6004,Coquimatlán,6211,Consultorios Médicos,218
6004,Coquimatlán,6212,Consultorios Dentales,109
6004,Coquimatlán,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,106
6004,Coquimatlán,8111,Reparación y Mantenimiento de Automóviles y Camiones,435
6004,Coquimatlán,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",106
6004,Coquimatlán,9312,Administración Pública en General,106
6005,Cuauhtémoc,1121,Explotación de Bovinos,645
6005,Cuauhtémoc,2361,Edificación Residencial,215
6005,Cuauhtémoc,2382,Instalaciones y Equipamiento en Construcciones,851
6005,Cuauhtémoc,3110,Industria Alimentaria,1024
6005,Cuauhtémoc,3120,Industria de las Bebidas y del Tabaco,125
6005,Cuauhtémoc,3150,Fabricación de Prendas de Vestir,125
6005,Cuauhtémoc,3160,"Curtido y Acabado de Cuero y Piel, y Fabricación de Productos de Cuero, Piel y Materiales Sucedáneos",224
6005,Cuauhtémoc,3320,Fabricación de Productos Metálicos,241
6005,Cuauhtémoc,3360,Fabricación de Equipo de Transporte y Partes para Vehículos Automotores,116
6005,Cuauhtémoc,3370,"Fabricación de Muebles, Colchones y Persianas",99
6005,Cuauhtémoc,4611,Comercio al por Menor de Abarrotes y Alimentos,1097
6005,Cuauhtémoc,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",198
6005,Cuauhtémoc,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",99
6005,Cuauhtémoc,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,116
6005,Cuauhtémoc,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,241
6005,Cuauhtémoc,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",290
6005,Cuauhtémoc,4681,Comercio al por Menor de Automóviles y Camionetas,116
6005,Cuauhtémoc,5322,Alquiler de Artículos para el Hogar y Personales,116
6005,Cuauhtémoc,5411,Servicios Legales,125
6005,Cuauhtémoc,5613,Servicios de Empleo,99
6005,Cuauhtémoc,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",99
6005,Cuauhtémoc,6112,Escuelas de Educación Técnica Superior,965
6005,Cuauhtémoc,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,232
6005,Cuauhtémoc,8111,Reparación y Mantenimiento de Automóviles y Camiones,767
6005,Cuauhtémoc,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,116
6005,Cuauhtémoc,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",121
6005,Cuauhtémoc,9312,Administración Pública en General,358
6005,Cuauhtémoc,9313,Regulación y Fomento del Desarrollo Económico,482
6005,Cuauhtémoc,9314,Impartición de Justicia y Mantenimiento de la Seguridad y el Orden Público,743
6007,Manzanillo,1121,Explotación de Bovinos,964
6007,Manzanillo,1141,Pesca,525
6007,Manzanillo,2122,Minería de Minerales Metálicos,188
6007,Manzanillo,2221,"Captación, Tratamiento y Suministro de Agua",296
6007,Manzanillo,2361,Edificación Residencial,1744
6007,Manzanillo,2381,"Cimentaciones, Montaje de Estructuras Prefabricadas y Trabajos en Exteriores",270
6007,Manzanillo,2382,Instalaciones y Equipamiento en Construcciones,3957
6007,Manzanillo,3110,Industria Alimentaria,3792
6007,Manzanillo,3120,Industria de las Bebidas y del Tabaco,161
6007,Manzanillo,3150,Fabricación de Prendas de Vestir,324
6007,Manzanillo,3210,Industria de la Madera,120
6007,Manzanillo,3240,Fabricación de Productos Derivados del Petróleo y del Carbón,119
6007,Manzanillo,3320,Fabricación de Productos Metálicos,1205
6007,Manzanillo,3370,"Fabricación de Muebles, Colchones y Persianas",136
6007,Manzanillo,3380,3380,499
6007,Manzanillo,4611,Comercio al por Menor de Abarrotes y Alimentos,5095
6007,Manzanillo,4612,"Comercio al por Menor de Bebidas, Hielo y Tabaco",389
6007,Manzanillo,4631,"Comercio al por Menor de Productos Textiles, Excepto Ropa",687
6007,Manzanillo,4632,"Comercio al por Menor de Ropa, Bisutería y Accesorios de Vestir",229
6007,Manzanillo,4641,Comercio al por Menor de Artículos para el Cuidado de la Salud,424
6007,Manzanillo,4651,Comercio al por Menor de Artículos de Perfumería y Joyería,543
6007,Manzanillo,4652,Comercio al por Menor de Artículos para el Esparcimiento,166
6007,Manzanillo,4661,Comercio al por Menor de Muebles para el Hogar y otros Enseres Domésticos,246
6007,Manzanillo,4662,"Comercio al por Menor de Mobiliario, Equipo y Accesorios de Cómputo, Teléfonos y otros Aparatos de Comunicación",156
6007,Manzanillo,4671,"Comercio al por Menor de Artículos de Ferretería, Tlapalería y Vidrios",1236
6007,Manzanillo,4681,Comercio al por Menor de Automóviles y Camionetas,657
6007,Manzanillo,4881,Servicios Relacionados con el Transporte Aéreo,11367
6007,Manzanillo,5221,Banca Múltiple,138
6007,Manzanillo,5222,Instituciones Financieras de Fomento Económico,268
6007,Manzanillo,5322,Alquiler de Artículos para el Hogar y Personales,136
6007,Manzanillo,5411,Servicios Legales,840
6007,Manzanillo,5412,"Servicios de Contabilidad, Auditoría y Servicios Relacionados",164
6007,Manzanillo,5611,Servicios de Administración de Negocios,686
6007,Manzanillo,5612,Servicios Combinados de Apoyo en Instalaciones,137
6007,Manzanillo,5613,Servicios de Empleo,1208
6007,Manzanillo,5614,"Servicios de Apoyo Secretarial, Fotocopiado, Cobranza, Investigación Crediticia y Similares",1116
6007,Manzanillo,6111,"Escuelas de Educación Básica, Media y para Necesidades Especiales",902
6007,Manzanillo,6112,Escuelas de Educación Técnica Superior,1259
6007,Manzanillo,6211,Consultorios Médicos,611
6007,Manzanillo,6212,Consultorios Dentales,397
6007,Manzanillo,6221,Hospitales Generales,124
6007,Manzanillo,6222,Hospitales Psiquiátricos y para el Tratamiento por Adicción,2004
6007,Manzanillo,7111,Compañías y Grupos de Espectáculos Artísticos y Culturales,249
6007,Manzanillo,7131,Parques con Instalaciones Recreativas y Casas de Juegos Electrónicos,417
6007,Manzanillo,7132,"Casinos, Loterías y otros Juegos de Azar",125
6007,Manzanillo,8111,Reparación y Mantenimiento de Automóviles y Camiones,1887
6007,Manzanillo,8112,Reparación y Mantenimiento de Equipo Electrónico y de Equipo de Precisión,1618
6007,Manzanillo,8121,"Salones y Clínicas de Belleza, Baños Públicos y Bolerías",1736
6007,Manzanillo,8123,Servicios Funerarios y Administración de Cementerios,113
