Codigo_INEGI,Muncipio,ID_Alfabeta,Alfabeta,poblacion
25013,Mocorito,1,Yes,33482
25013,Mocorito,3,No,3623
25013,Mocorito,9,Not Specified,71
25014,Rosario,1,Yes,44408
25014,Rosario,3,No,3211
25014,Rosario,9,Not Specified,66
25015,Salvador Alvarado,1,Yes,69263
25015,Salvador Alvarado,3,No,3842
25015,Salvador Alvarado,9,Not Specified,64
25016,San Ignacio,1,Yes,15261
25016,San Ignacio,3,No,1461
25016,San Ignacio,9,Not Specified,41
25017,Sinaloa,1,Yes,63608
25017,Sinaloa,3,No,8053
25017,Sinaloa,9,Not Specified,9
25018,Navolato,1,Yes,118542
25018,Navolato,3,No,10820
25018,Navolato,9,Not Specified,112
26001,Aconchi,1,Yes,2265
26001,Aconchi,3,No,117
26001,Aconchi,9,Not Specified,7
26002,Agua Prieta,1,Yes,78564
26002,Agua Prieta,3,No,4667
26002,Agua Prieta,9,Not Specified,184
26003,Álamos,1,Yes,20529
26003,Álamos,3,No,2572
26003,Álamos,9,Not Specified,90
26004,Altar,1,Yes,7885
26004,Altar,3,No,742
26004,Altar,9,Not Specified,9
26005,Arivechi,1,Yes,1029
26005,Arivechi,3,No,56
26005,Arivechi,9,Not Specified,8
26006,Arizpe,1,Yes,2466
26006,Arizpe,3,No,146
26006,Arizpe,9,Not Specified,4
26007,Atil,1,Yes,563
26007,Atil,3,No,21
26007,Atil,9,Not Specified,4
26008,Bacadéhuachi,1,Yes,880
26008,Bacadéhuachi,3,No,46
26008,Bacadéhuachi,9,Not Specified,2
26009,Bacanora,1,Yes,650
26009,Bacanora,3,No,47
26009,Bacanora,9,Not Specified,1
26010,Bacerac,1,Yes,1053
26010,Bacerac,3,No,68
26010,Bacerac,9,Not Specified,1
26011,Bacoachi,1,Yes,1310
26011,Bacoachi,3,No,84
26012,Bácum,1,Yes,19536
26012,Bácum,3,No,1514
26012,Bácum,9,Not Specified,37
26013,Banámichi,1,Yes,1606
26013,Banámichi,3,No,77
26013,Banámichi,9,Not Specified,2
26014,Baviácora,1,Yes,2843
26014,Baviácora,3,No,140
26014,Baviácora,9,Not Specified,1
26015,Bavispe,1,Yes,991
26015,Bavispe,3,No,69
26016,Benjamín Hill,1,Yes,4307
26016,Benjamín Hill,3,No,254
26016,Benjamín Hill,9,Not Specified,9
26017,Caborca,1,Yes,74864
26017,Caborca,3,No,5304
26017,Caborca,9,Not Specified,127
26018,Cajeme,1,Yes,386709
26018,Cajeme,3,No,18206
26018,Cajeme,9,Not Specified,637
26019,Cananea,1,Yes,33970
26019,Cananea,3,No,1834
26019,Cananea,9,Not Specified,48
26020,Carbó,1,Yes,4136
26020,Carbó,3,No,341
26020,Carbó,9,Not Specified,25
26021,La Colorada,1,Yes,1613
26021,La Colorada,3,No,114
26021,La Colorada,9,Not Specified,11
26022,Cucurpe,1,Yes,773
26022,Cucurpe,3,No,44
26022,Cucurpe,9,Not Specified,1
26023,Cumpas,1,Yes,5216
26023,Cumpas,3,No,219
26023,Cumpas,9,Not Specified,39
26024,Divisaderos,1,Yes,675
26024,Divisaderos,3,No,30
26024,Divisaderos,9,Not Specified,4
26025,Empalme,1,Yes,42888
26025,Empalme,3,No,2525
26025,Empalme,9,Not Specified,147
26026,Etchojoa,1,Yes,52398
26026,Etchojoa,3,No,4007
26026,Etchojoa,9,Not Specified,137
26027,Fronteras,1,Yes,7877
26027,Fronteras,3,No,426
26027,Fronteras,9,Not Specified,27
26028,Granados,1,Yes,909
26028,Granados,3,No,44
26028,Granados,9,Not Specified,1
26029,Guaymas,1,Yes,135655
26029,Guaymas,3,No,7995
26029,Guaymas,9,Not Specified,454
26030,Hermosillo,1,Yes,818119
26030,Hermosillo,3,No,39852
26030,Hermosillo,9,Not Specified,1843
26031,Huachinera,1,Yes,1035
26031,Huachinera,3,No,68
26031,Huachinera,9,Not Specified,2
26032,Huásabas,1,Yes,809
26032,Huásabas,3,No,39
26033,Huatabampo,1,Yes,67424
26033,Huatabampo,3,No,4196
26033,Huatabampo,9,Not Specified,125
26034,Huépac,1,Yes,849
26034,Huépac,3,No,26
26034,Huépac,9,Not Specified,5
26035,Imuris,1,Yes,9994
26035,Imuris,3,No,682
26035,Imuris,9,Not Specified,11
26036,Magdalena,1,Yes,29061
26036,Magdalena,3,No,1359
26036,Magdalena,9,Not Specified,26
26037,Mazatán,1,Yes,995
26037,Mazatán,3,No,50
26037,Mazatán,9,Not Specified,4
26038,Moctezuma,1,Yes,4591
26038,Moctezuma,3,No,205
26038,Moctezuma,9,Not Specified,2
26039,Naco,1,Yes,4929
26039,Naco,3,No,305
26039,Naco,9,Not Specified,17
26040,Nácori Chico,1,Yes,1337
26040,Nácori Chico,3,No,73
26040,Nácori Chico,9,Not Specified,8
26041,Nacozari de García,1,Yes,12482
26041,Nacozari de García,3,No,571
26041,Nacozari de García,9,Not Specified,12
26042,Navojoa,1,Yes,143784
26042,Navojoa,3,No,8064
26042,Navojoa,9,Not Specified,121
26043,Nogales,1,Yes,229877
26043,Nogales,3,No,10794
26043,Nogales,9,Not Specified,787
26044,Ónavas,1,Yes,307
26044,Ónavas,3,No,14
26045,Opodepe,1,Yes,2177
26045,Opodepe,3,No,115
26045,Opodepe,9,Not Specified,8
26046,Oquitoa,1,Yes,450
26046,Oquitoa,3,No,17
26047,Pitiquito,1,Yes,7874
26047,Pitiquito,3,No,520
26047,Pitiquito,9,Not Specified,2
26048,Puerto Peñasco,1,Yes,54802
26048,Puerto Peñasco,3,No,2757
26048,Puerto Peñasco,9,Not Specified,182
26049,Quiriego,1,Yes,2440
26049,Quiriego,3,No,359
26049,Quiriego,9,Not Specified,2
26050,Rayón,1,Yes,1303
26050,Rayón,3,No,93
26050,Rayón,9,Not Specified,1
26051,Rosario,1,Yes,3961
26051,Rosario,3,No,425
26051,Rosario,9,Not Specified,11
26052,Sahuaripa,1,Yes,4587
26052,Sahuaripa,3,No,311
26052,Sahuaripa,9,Not Specified,6
26053,San Felipe de Jesús,1,Yes,318
26053,San Felipe de Jesús,3,No,18
26054,San Javier,1,Yes,459
26054,San Javier,3,No,29
26054,San Javier,9,Not Specified,1
26055,San Luis Río Colorado,1,Yes,172245
26055,San Luis Río Colorado,3,No,9776
26055,San Luis Río Colorado,9,Not Specified,964
26056,San Miguel de Horcasitas,1,Yes,8236
26056,San Miguel de Horcasitas,3,No,1273
26056,San Miguel de Horcasitas,9,Not Specified,25
26057,San Pedro de la Cueva,1,Yes,1274
26057,San Pedro de la Cueva,3,No,88
26057,San Pedro de la Cueva,9,Not Specified,6
26058,Santa Ana,1,Yes,14260
26058,Santa Ana,3,No,589
26059,Santa Cruz,1,Yes,1442
26059,Santa Cruz,3,No,96
26059,Santa Cruz,9,Not Specified,1
26060,Sáric,1,Yes,1699
26060,Sáric,3,No,152
26060,Sáric,9,Not Specified,2
26061,Soyopa,1,Yes,1160
26061,Soyopa,3,No,110
26061,Soyopa,9,Not Specified,4
26062,Suaqui Grande,1,Yes,989
26062,Suaqui Grande,3,No,58
26062,Suaqui Grande,9,Not Specified,2
26063,Tepache,1,Yes,1078
26063,Tepache,3,No,50
26064,Trincheras,1,Yes,1185
26064,Trincheras,3,No,82
26065,Tubutama,1,Yes,1281
26065,Tubutama,3,No,85
26065,Tubutama,9,Not Specified,5
26066,Ures,1,Yes,7554
26066,Ures,3,No,464
26067,Villa Hidalgo,1,Yes,1282
26067,Villa Hidalgo,3,No,74
26067,Villa Hidalgo,9,Not Specified,3
26068,Villa Pesqueira,1,Yes,950
26068,Villa Pesqueira,3,No,44
26068,Villa Pesqueira,9,Not Specified,4
26069,Yécora,1,Yes,3862
26069,Yécora,3,No,507
26069,Yécora,9,Not Specified,6
26070,General Plutarco Elías Calles,1,Yes,11156
26070,General Plutarco Elías Calles,3,No,1008
26070,General Plutarco Elías Calles,9,Not Specified,24
26071,Benito Juárez,1,Yes,18347
26071,Benito Juárez,3,No,1462
26071,Benito Juárez,9,Not Specified,26
26072,San Ignacio Río Muerto,1,Yes,11982
26072,San Ignacio Río Muerto,3,No,1040
26072,San Ignacio Río Muerto,9,Not Specified,17
27001,Balancán,1,Yes,47213
27001,Balancán,3,No,5499
27001,Balancán,9,Not Specified,40
27002,Cárdenas,1,Yes,200672
27002,Cárdenas,3,No,18984
27002,Cárdenas,9,Not Specified,65
27003,Centla,1,Yes,87528
27003,Centla,3,No,8922
27003,Centla,9,Not Specified,79
27004,Centro,1,Yes,597116
27004,Centro,3,No,32528
27004,Centro,9,Not Specified,972
27005,Comalcalco,1,Yes,175602
27005,Comalcalco,3,No,16289
27005,Comalcalco,9,Not Specified,108
27006,Cunduacán,1,Yes,113912
27006,Cunduacán,3,No,10461
27006,Cunduacán,9,Not Specified,24
27007,Emiliano Zapata,1,Yes,27084
27007,Emiliano Zapata,3,No,2247
27007,Emiliano Zapata,9,Not Specified,37
27008,Huimanguillo,1,Yes,154867
27008,Huimanguillo,3,No,16438
27008,Huimanguillo,9,Not Specified,66
27009,Jalapa,1,Yes,31665
27009,Jalapa,3,No,3155
27009,Jalapa,9,Not Specified,39
27010,Jalpa de Méndez,1,Yes,76355
27010,Jalpa de Méndez,3,No,6662
27010,Jalpa de Méndez,9,Not Specified,90
27011,Jonuta,1,Yes,24921
27011,Jonuta,3,No,3057
27011,Jonuta,9,Not Specified,25
27012,Macuspana,1,Yes,133918
27012,Macuspana,3,No,10653
27012,Macuspana,9,Not Specified,196
27013,Nacajuca,1,Yes,128262
27013,Nacajuca,3,No,9931
27013,Nacajuca,9,Not Specified,159
27014,Paraíso,1,Yes,83372
27014,Paraíso,3,No,5404
27014,Paraíso,9,Not Specified,81
27015,Tacotalpa,1,Yes,39192
27015,Tacotalpa,3,No,4270
27015,Tacotalpa,9,Not Specified,12
27016,Teapa,1,Yes,47693
27016,Teapa,3,No,5501
27016,Teapa,9,Not Specified,36
27017,Tenosique,1,Yes,52312
27017,Tenosique,3,No,4574
27017,Tenosique,9,Not Specified,52
28001,Abasolo,1,Yes,8333
28001,Abasolo,3,No,750
28001,Abasolo,9,Not Specified,11
28002,Aldama,1,Yes,24583
28002,Aldama,3,No,1967
28002,Aldama,9,Not Specified,33
28003,Altamira,1,Yes,234790
28003,Altamira,3,No,12401
28003,Altamira,9,Not Specified,643
28004,Antiguo Morelos,1,Yes,7441
28004,Antiguo Morelos,3,No,760
28004,Antiguo Morelos,9,Not Specified,12
28005,Burgos,1,Yes,3616
28005,Burgos,3,No,256
28005,Burgos,9,Not Specified,3
28006,Bustamante,1,Yes,5748
28006,Bustamante,3,No,1062
28006,Bustamante,9,Not Specified,16
28007,Camargo,1,Yes,14132
28007,Camargo,3,No,1051
28007,Camargo,9,Not Specified,24
28008,Casas,1,Yes,3168
28008,Casas,3,No,580
28008,Casas,9,Not Specified,5
28009,Ciudad Madero,1,Yes,188469
28009,Ciudad Madero,3,No,5399
28009,Ciudad Madero,9,Not Specified,281
28010,Cruillas,1,Yes,1397
28010,Cruillas,3,No,151
28010,Cruillas,9,Not Specified,2
28011,Gómez Farías,1,Yes,7017
28011,Gómez Farías,3,No,603
28011,Gómez Farías,9,Not Specified,6
28012,González,1,Yes,33879
28012,González,3,No,3766
28012,González,9,Not Specified,90
28013,Güémez,1,Yes,12638
28013,Güémez,3,No,1093
28013,Güémez,9,Not Specified,4
28014,Guerrero,1,Yes,3446
28014,Guerrero,3,No,131
28015,Gustavo Díaz Ordaz,1,Yes,13297
28015,Gustavo Díaz Ordaz,3,No,1031
28015,Gustavo Díaz Ordaz,9,Not Specified,34
28016,Hidalgo,1,Yes,14486
28016,Hidalgo,3,No,1070
28016,Hidalgo,9,Not Specified,12
28017,Jaumave,1,Yes,13120
28017,Jaumave,3,No,1405
28017,Jaumave,9,Not Specified,23
28018,Jiménez,1,Yes,5525
28018,Jiménez,3,No,377
28018,Jiménez,9,Not Specified,8
28019,Llera,1,Yes,12427
28019,Llera,3,No,1225
28019,Llera,9,Not Specified,26
28020,Mainero,1,Yes,1811
28020,Mainero,3,No,95
28020,Mainero,9,Not Specified,2
28021,El Mante,1,Yes,92168
28021,El Mante,3,No,6574
28021,El Mante,9,Not Specified,79
28022,Matamoros,1,Yes,469067
28022,Matamoros,3,No,25282
28022,Matamoros,9,Not Specified,725
28023,Méndez,1,Yes,3663
28023,Méndez,3,No,279
28023,Méndez,9,Not Specified,5
28024,Mier,1,Yes,5763
28024,Mier,3,No,229
28024,Mier,9,Not Specified,6
28025,Miguel Alemán,1,Yes,22595
28025,Miguel Alemán,3,No,1576
28025,Miguel Alemán,9,Not Specified,67
28026,Miquihuana,1,Yes,2811
28026,Miquihuana,3,No,491
28026,Miquihuana,9,Not Specified,3
28027,Nuevo Laredo,1,Yes,367196
28027,Nuevo Laredo,3,No,19927
28027,Nuevo Laredo,9,Not Specified,1930
28028,Nuevo Morelos,1,Yes,3161
28028,Nuevo Morelos,3,No,282
28028,Nuevo Morelos,9,Not Specified,7
28029,Ocampo,1,Yes,10961
28029,Ocampo,3,No,1129
28029,Ocampo,9,Not Specified,11
28030,Padilla,1,Yes,11551
28030,Padilla,3,No,912
28030,Padilla,9,Not Specified,14
28031,Palmillas,1,Yes,1626
28031,Palmillas,3,No,128
28031,Palmillas,9,Not Specified,4
28032,Reynosa,1,Yes,616818
28032,Reynosa,3,No,25489
28032,Reynosa,9,Not Specified,2009
28033,Río Bravo,1,Yes,113477
28033,Río Bravo,3,No,7498
28033,Río Bravo,9,Not Specified,273
28034,San Carlos,1,Yes,6345
28034,San Carlos,3,No,525
28034,San Carlos,9,Not Specified,10
28035,San Fernando,1,Yes,43519
28035,San Fernando,3,No,3341
28035,San Fernando,9,Not Specified,177
28036,San Nicolás,1,Yes,778
28036,San Nicolás,3,No,73
28037,Soto la Marina,1,Yes,19915
28037,Soto la Marina,3,No,1669
28037,Soto la Marina,9,Not Specified,50
28038,Tampico,1,Yes,269444
28038,Tampico,3,No,8724
28038,Tampico,9,Not Specified,404
28039,Tula,1,Yes,22945
28039,Tula,3,No,2504
28039,Tula,9,Not Specified,18
28040,Valle Hermoso,1,Yes,51781
28040,Valle Hermoso,3,No,3465
28040,Valle Hermoso,9,Not Specified,76
28041,Victoria,1,Yes,307132
28041,Victoria,3,No,14153
28041,Victoria,9,Not Specified,504
28042,Villagrán,1,Yes,4487
28042,Villagrán,3,No,423
28042,Villagrán,9,Not Specified,13
28043,Xicoténcatl,1,Yes,19302
28043,Xicoténcatl,3,No,1363
28043,Xicoténcatl,9,Not Specified,56
29001,Amaxac de Guerrero,1,Yes,10123
29001,Amaxac de Guerrero,3,No,421
29001,Amaxac de Guerrero,9,Not Specified,40
29002,Apetatitlán de Antonio Carvajal,1,Yes,13949
29002,Apetatitlán de Antonio Carvajal,3,No,648
29002,Apetatitlán de Antonio Carvajal,9,Not Specified,19
29003,Atlangatepec,1,Yes,5923
29003,Atlangatepec,3,No,459
29003,Atlangatepec,9,Not Specified,8
29004,Atltzayanca,1,Yes,14886
29004,Atltzayanca,3,No,1510
29004,Atltzayanca,9,Not Specified,20
29005,Apizaco,1,Yes,70711
29005,Apizaco,3,No,2985
29005,Apizaco,9,Not Specified,57
29006,Calpulalpan,1,Yes,43376
29006,Calpulalpan,3,No,3007
29006,Calpulalpan,9,Not Specified,57
29007,El Carmen Tequexquitla,1,Yes,13925
29007,El Carmen Tequexquitla,3,No,1725
29008,Cuapiaxtla,1,Yes,13344
29008,Cuapiaxtla,3,No,1339
29008,Cuapiaxtla,9,Not Specified,6
29009,Cuaxomulco,1,Yes,5134
29009,Cuaxomulco,3,No,288
29009,Cuaxomulco,9,Not Specified,11
29010,Chiautempan,1,Yes,63592
29010,Chiautempan,3,No,3720
29010,Chiautempan,9,Not Specified,49
29011,Muñoz de Domingo Arenas,1,Yes,4083
29011,Muñoz de Domingo Arenas,3,No,270
29011,Muñoz de Domingo Arenas,9,Not Specified,5
29012,Españita,1,Yes,7773
29012,Españita,3,No,630
29012,Españita,9,Not Specified,14
29013,Huamantla,1,Yes,82599
29013,Huamantla,3,No,6567
29013,Huamantla,9,Not Specified,51
29014,Hueyotlipan,1,Yes,13034
29014,Hueyotlipan,3,No,818
29014,Hueyotlipan,9,Not Specified,17
29015,Ixtacuixtla de Mariano Matamoros,1,Yes,33958
29015,Ixtacuixtla de Mariano Matamoros,3,No,1612
29015,Ixtacuixtla de Mariano Matamoros,9,Not Specified,45
29016,Ixtenco,1,Yes,6520
29016,Ixtenco,3,No,438
29016,Ixtenco,9,Not Specified,2
29017,Mazatecochco de José María Morelos,1,Yes,9774
29017,Mazatecochco de José María Morelos,3,No,766
29017,Mazatecochco de José María Morelos,9,Not Specified,15
29018,Contla de Juan Cuamatzi,1,Yes,33474
29018,Contla de Juan Cuamatzi,3,No,2045
29018,Contla de Juan Cuamatzi,9,Not Specified,45
29019,Tepetitla de Lardizábal,1,Yes,19271
29019,Tepetitla de Lardizábal,3,No,981
29019,Tepetitla de Lardizábal,9,Not Specified,27
29020,Sanctórum de Lázaro Cárdenas,1,Yes,7927
29020,Sanctórum de Lázaro Cárdenas,3,No,610
29020,Sanctórum de Lázaro Cárdenas,9,Not Specified,7
29021,Nanacamilpa de Mariano Arista,1,Yes,15833
29021,Nanacamilpa de Mariano Arista,3,No,1258
29021,Nanacamilpa de Mariano Arista,9,Not Specified,11
29022,Acuamanala de Miguel Hidalgo,1,Yes,5582
29022,Acuamanala de Miguel Hidalgo,3,No,269
29022,Acuamanala de Miguel Hidalgo,9,Not Specified,13
29023,Natívitas,1,Yes,22488
29023,Natívitas,3,No,1349
29023,Natívitas,9,Not Specified,106
29024,Panotla,1,Yes,24963
29024,Panotla,3,No,1172
29024,Panotla,9,Not Specified,21
29025,San Pablo del Monte,1,Yes,69233
29025,San Pablo del Monte,3,No,5822
29025,San Pablo del Monte,9,Not Specified,74
29026,Santa Cruz Tlaxcala,1,Yes,21477
29026,Santa Cruz Tlaxcala,3,No,950
29026,Santa Cruz Tlaxcala,9,Not Specified,20
29027,Tenancingo,1,Yes,10934
29027,Tenancingo,3,No,819
29027,Tenancingo,9,Not Specified,56
29028,Teolocholco,1,Yes,21430
29028,Teolocholco,3,No,1555
29028,Teolocholco,9,Not Specified,21
29029,Tepeyanco,1,Yes,11803
29029,Tepeyanco,3,No,508
29029,Tepeyanco,9,Not Specified,30
29030,Terrenate,1,Yes,12460
29030,Terrenate,3,No,1362
29030,Terrenate,9,Not Specified,12
29031,Tetla de la Solidaridad,1,Yes,30539
29031,Tetla de la Solidaridad,3,No,1766
29031,Tetla de la Solidaridad,9,Not Specified,26
29032,Tetlatlahuca,1,Yes,11875
29032,Tetlatlahuca,3,No,571
29032,Tetlatlahuca,9,Not Specified,15
29033,Tlaxcala,1,Yes,90956
29033,Tlaxcala,3,No,2543
29033,Tlaxcala,9,Not Specified,262
29034,Tlaxco,1,Yes,36750
29034,Tlaxco,3,No,4137
29034,Tlaxco,9,Not Specified,29
29035,Tocatlán,1,Yes,5300
29035,Tocatlán,3,No,317
29035,Tocatlán,9,Not Specified,4
29036,Totolac,1,Yes,20116
29036,Totolac,3,No,729
29036,Totolac,9,Not Specified,36
29037,Ziltlaltépec de Trinidad Sánchez Santos,1,Yes,7427
29037,Ziltlaltépec de Trinidad Sánchez Santos,3,No,887
29037,Ziltlaltépec de Trinidad Sánchez Santos,9,Not Specified,12
29038,Tzompantepec,1,Yes,15822
29038,Tzompantepec,3,No,745
29038,Tzompantepec,9,Not Specified,14
29039,Xaloztoc,1,Yes,22139
29039,Xaloztoc,3,No,1414
29039,Xaloztoc,9,Not Specified,24
29040,Xaltocan,1,Yes,9076
29040,Xaltocan,3,No,589
29040,Xaltocan,9,Not Specified,7
29041,Papalotla de Xicohténcatl,1,Yes,28643
29041,Papalotla de Xicohténcatl,3,No,1685
29041,Papalotla de Xicohténcatl,9,Not Specified,155
29042,Xicohtzinco,1,Yes,12484
29042,Xicohtzinco,3,No,558
29042,Xicohtzinco,9,Not Specified,32
29043,Yauhquemehcan,1,Yes,37275
29043,Yauhquemehcan,3,No,1574
29043,Yauhquemehcan,9,Not Specified,23
29044,Zacatelco,1,Yes,39451
29044,Zacatelco,3,No,2036
29044,Zacatelco,9,Not Specified,87
29045,Benito Juárez,1,Yes,5212
29045,Benito Juárez,3,No,372
29045,Benito Juárez,9,Not Specified,14
29046,Emiliano Zapata,1,Yes,4083
29046,Emiliano Zapata,3,No,387
29046,Emiliano Zapata,9,Not Specified,4
29047,Lázaro Cárdenas,1,Yes,2977
29047,Lázaro Cárdenas,3,No,206
29047,Lázaro Cárdenas,9,Not Specified,2
29048,La Magdalena Tlaltelulco,9,Not Specified,17481
29049,San Damián Texóloc,1,Yes,5201
29049,San Damián Texóloc,3,No,224
29049,San Damián Texóloc,9,Not Specified,6
29050,San Francisco Tetlanohcan,1,Yes,10035
29050,San Francisco Tetlanohcan,3,No,682
29050,San Francisco Tetlanohcan,9,Not Specified,3
29051,San Jerónimo Zacualpan,1,Yes,3564
29051,San Jerónimo Zacualpan,3,No,193
29051,San Jerónimo Zacualpan,9,Not Specified,6
29052,San José Teacalco,1,Yes,5489
29052,San José Teacalco,3,No,401
29052,San José Teacalco,9,Not Specified,12
29053,San Juan Huactzinco,1,Yes,6684
29053,San Juan Huactzinco,3,No,338
29053,San Juan Huactzinco,9,Not Specified,14
29054,San Lorenzo Axocomanitla,1,Yes,5013
29054,San Lorenzo Axocomanitla,3,No,217
29054,San Lorenzo Axocomanitla,9,Not Specified,22
29055,San Lucas Tecopilco,1,Yes,2650
29055,San Lucas Tecopilco,3,No,206
29055,San Lucas Tecopilco,9,Not Specified,2
29056,Santa Ana Nopalucan,1,Yes,6952
29056,Santa Ana Nopalucan,3,No,397
29056,Santa Ana Nopalucan,9,Not Specified,39
29057,Santa Apolonia Teacalco,1,Yes,3985
29057,Santa Apolonia Teacalco,3,No,245
29057,Santa Apolonia Teacalco,9,Not Specified,15
29058,Santa Catarina Ayometla,1,Yes,8167
29058,Santa Catarina Ayometla,3,No,503
29058,Santa Catarina Ayometla,9,Not Specified,11
29059,Santa Cruz Quilehtla,1,Yes,6581
29059,Santa Cruz Quilehtla,3,No,369
29059,Santa Cruz Quilehtla,9,Not Specified,28
29060,Santa Isabel Xiloxoxtla,1,Yes,4809
29060,Santa Isabel Xiloxoxtla,3,No,234
29060,Santa Isabel Xiloxoxtla,9,Not Specified,11
30001,Acajete,1,Yes,7661
30001,Acajete,3,No,1159
30002,Acatlán,1,Yes,2740
30002,Acatlán,3,No,366
30002,Acatlán,9,Not Specified,3
30003,Acayucan,1,Yes,65554
30003,Acayucan,3,No,8450
30003,Acayucan,9,Not Specified,58
30004,Actopan,1,Yes,34216
30004,Actopan,3,No,5271
30004,Actopan,9,Not Specified,23
30005,Acula,1,Yes,4125
30005,Acula,3,No,790
30005,Acula,9,Not Specified,2
30006,Acultzingo,1,Yes,18259
30006,Acultzingo,3,No,2566
30006,Acultzingo,9,Not Specified,10
30007,Camarón de Tejeda,1,Yes,5480
30007,Camarón de Tejeda,3,No,631
30007,Camarón de Tejeda,9,Not Specified,3
30008,Alpatláhuac,1,Yes,7548
30008,Alpatláhuac,3,No,1678
30008,Alpatláhuac,9,Not Specified,3
30009,Alto Lucero de Gutiérrez Barrios,1,Yes,22431
30009,Alto Lucero de Gutiérrez Barrios,3,No,3905
30010,Altotonga,1,Yes,50419
30010,Altotonga,3,No,7453
30010,Altotonga,9,Not Specified,31
30011,Alvarado,1,Yes,48951
30011,Alvarado,3,No,3482
30011,Alvarado,9,Not Specified,178
30012,Amatitlán,1,Yes,6175
30012,Amatitlán,3,No,1138
30012,Amatitlán,9,Not Specified,7
30013,Naranjos Amatlán,1,Yes,23131
30013,Naranjos Amatlán,3,No,2005
30013,Naranjos Amatlán,9,Not Specified,31
30014,Amatlán de los Reyes,1,Yes,39893
30014,Amatlán de los Reyes,3,No,2845
30014,Amatlán de los Reyes,9,Not Specified,14
30015,Angel R. Cabada,1,Yes,26940
30015,Angel R. Cabada,3,No,4483
30015,Angel R. Cabada,9,Not Specified,31
30016,La Antigua,1,Yes,24972
30016,La Antigua,3,No,1748
30016,La Antigua,9,Not Specified,57
30017,Apazapan,1,Yes,3982
30017,Apazapan,3,No,376
30018,Aquila,1,Yes,1304
30018,Aquila,3,No,444
30018,Aquila,9,Not Specified,1
30019,Astacinga,1,Yes,4222
30019,Astacinga,3,No,1814
30019,Astacinga,9,Not Specified,3
30020,Atlahuilco,1,Yes,7570
30020,Atlahuilco,3,No,2640
30020,Atlahuilco,9,Not Specified,5
30021,Atoyac,1,Yes,20203
30021,Atoyac,3,No,1621
30021,Atoyac,9,Not Specified,8
30022,Atzacan,1,Yes,17456
30022,Atzacan,3,No,3185
30022,Atzacan,9,Not Specified,4
30023,Atzalan,1,Yes,36119
30023,Atzalan,3,No,8669
30023,Atzalan,9,Not Specified,14
30024,Tlaltetela,1,Yes,12553
30024,Tlaltetela,3,No,2441
30024,Tlaltetela,9,Not Specified,3
30025,Ayahualulco,1,Yes,16303
30025,Ayahualulco,3,No,7637
30026,Banderilla,1,Yes,22959
30026,Banderilla,3,No,1308
30026,Banderilla,9,Not Specified,21
30027,Benito Juárez,1,Yes,12062
30027,Benito Juárez,3,No,2813
30027,Benito Juárez,9,Not Specified,3
30028,Boca del Río,1,Yes,129373
30028,Boca del Río,3,No,6220
30028,Boca del Río,9,Not Specified,814
30029,Calcahualco,1,Yes,9285
30029,Calcahualco,3,No,2775
30029,Calcahualco,9,Not Specified,6
30030,Camerino Z. Mendoza,1,Yes,34781
30030,Camerino Z. Mendoza,3,No,3960
30030,Camerino Z. Mendoza,9,Not Specified,20
30031,Carrillo Puerto,1,Yes,14366
30031,Carrillo Puerto,3,No,2851
30031,Carrillo Puerto,9,Not Specified,3
30032,Catemaco,1,Yes,38251
30032,Catemaco,3,No,7017
30032,Catemaco,9,Not Specified,11
30033,Cazones de Herrera,1,Yes,19557
30033,Cazones de Herrera,3,No,2750
30033,Cazones de Herrera,9,Not Specified,13
30034,Cerro Azul,1,Yes,21824
30034,Cerro Azul,3,No,1746
30034,Cerro Azul,9,Not Specified,30
30035,Citlaltépetl,1,Yes,8677
30035,Citlaltépetl,3,No,1546
30035,Citlaltépetl,9,Not Specified,16
30036,Coacoatzintla,1,Yes,8570
30036,Coacoatzintla,3,No,1358
30036,Coacoatzintla,9,Not Specified,6
30037,Coahuitlán,1,Yes,5708
30037,Coahuitlán,3,No,1707
30037,Coahuitlán,9,Not Specified,9
30038,Coatepec,1,Yes,79649
30038,Coatepec,3,No,6923
30038,Coatepec,9,Not Specified,106
30039,Coatzacoalcos,1,Yes,271990
30039,Coatzacoalcos,3,No,14789
30039,Coatzacoalcos,9,Not Specified,308
30040,Coatzintla,1,Yes,48484
30040,Coatzintla,3,No,2621
30040,Coatzintla,9,Not Specified,78
30041,Coetzala,1,Yes,1828
30041,Coetzala,3,No,353
30042,Colipa,1,Yes,4546
30042,Colipa,3,No,768
30042,Colipa,9,Not Specified,4
30043,Comapa,1,Yes,14881
30043,Comapa,3,No,3276
30043,Comapa,9,Not Specified,3
30044,Córdoba,1,Yes,178162
30044,Córdoba,3,No,11184
30044,Córdoba,9,Not Specified,74
30045,Cosamaloapan de Carpio,1,Yes,44920
30045,Cosamaloapan de Carpio,3,No,5931
30045,Cosamaloapan de Carpio,9,Not Specified,52
30046,Cosautlán de Carvajal,1,Yes,12552
30046,Cosautlán de Carvajal,3,No,2296
30046,Cosautlán de Carvajal,9,Not Specified,6
30047,Coscomatepec,1,Yes,40899
30047,Coscomatepec,3,No,11995
30047,Coscomatepec,9,Not Specified,34
30048,Cosoleacaque,1,Yes,113473
30048,Cosoleacaque,3,No,8627
30048,Cosoleacaque,9,Not Specified,140
30049,Cotaxtla,1,Yes,17392
