Code_INEGI,Municipio,Total,Disponen_energía_eléctrica,No_disponen_energía_eléctrica,disponen_energía_eléctrica_No_esp,Disponen_agua_entubada,No_disponen_agua_entubada,disponen_agua_entubada_no_esp,Disponen_drenaje,No_disponen_drenaje,disponen_drenaje_no_esp
23 005,Benito Juárez,286716,282670,1174,2872,20778,570,32,18628,2720,32
23 001,Cozumel,26324,26189,111,24,6338,375,13,6539,169,18
23 002,Felipe Carrillo Puerto,21380,20724,624,32,68746,1418,129,69065,1097,131
23 003,Isla Mujeres,6726,6526,188,12,279681,4141,2894,282171,1523,3022
23 006,José María Morelos,10383,10057,317,9,9972,401,10,8780,1593,10
23 007,Lázaro Cárdenas,7909,7633,276,,7621,288,,7023,886,
23 004,Othón P. Blanco,70293,69228,936,129,105851,1146,3644,106256,701,3684
23 011,Puerto Morelos,8709,8560,128,21,13463,427,15,12790,1100,15
23 008,Solidaridad,110641,106124,875,3642,10932,198,8,10310,820,8
23 009,Tulum,13905,13557,333,15,8530,158,21,8527,159,23
24 001,Ahualulco,4714,4586,127,1,3949,764,1,4175,538,1
24 002,Alaquines,2181,2122,59,,1558,623,,1445,736,
24 003,Aquismón,12458,11466,967,25,9032,3403,23,6538,5885,35
24 004,Armadillo de los Infante,1164,1126,38,,1002,162,,990,174,
24 053,Axtla de Terrazas,8496,8346,147,3,4854,358,5,4824,388,5
24 005,Cárdenas,5217,5115,97,5,2101,506,2,2256,351,2
24 006,Catorce,2609,2510,97,2,4811,270,2,4910,171,2
24 007,Cedral,5083,5026,55,2,6035,325,2,5293,1067,2
24 008,Cerritos,6362,6270,90,2,1288,70,1,1262,96,1
24 009,Cerro de San Pedro,1359,1318,40,1,6601,1425,4,6321,1705,4
24 015,Charcas,6012,5774,232,6,12583,199,,12278,493,11
24 010,Ciudad del Maíz,8030,7878,148,4,3168,2019,3,4120,1067,3
24 011,Ciudad Fernández,12782,12670,112,,51485,1699,28,49999,3178,35
24 013,Ciudad Valles,53212,52269,915,28,2702,1495,,2124,2073,
24 014,Coxcatlán,4197,4020,177,,5169,837,6,5253,753,6
24 016,Ebano,11704,11521,180,3,11053,649,2,9157,2543,4
24 058,El Naranjo,5865,5759,104,2,3221,3248,6,4055,2410,10
24 017,Guadalcázar,6475,6282,186,7,2975,1075,2,3015,1035,2
24 018,Huehuetlán,4052,3815,235,2,1507,183,,1127,563,
24 019,Lagunillas,1690,1642,48,,25609,1703,6,25720,1592,6
24 020,Matehuala,27318,27108,204,6,12410,1423,9,11747,2082,13
24 057,Matlapa,7200,7077,123,,4709,467,1,4367,809,1
24 021,Mexquitic de Carmona,13842,13545,288,9,3604,851,11,3921,534,11
24 022,Moctezuma,5177,5064,112,1,25149,1899,6,24957,2090,7
24 023,Rayón,4466,4285,170,11,7094,733,6,7118,708,7
24 024,Rioverde,27054,26588,460,6,1860,529,,1349,1040,
24 025,Salinas,7833,7710,117,6,2855,167,,2798,224,
24 026,San Antonio,2389,2270,119,,254734,4039,340,256548,1898,667
24 027,San Ciro de Acosta,3022,2957,65,,3333,1921,2,3129,2125,2
24 028,San Luis Potosí,259113,258062,715,336,1374,126,,1432,68,
24 029,San Martín Chalchicuautla,5256,5130,124,2,1515,1428,2,1184,1759,2
24 030,San Nicolás Tolentino,1500,1462,38,,8806,1400,12,9087,1118,13
24 034,San Vicente Tancuayalab,4149,4031,118,,2589,310,7,2695,204,7
24 031,Santa Catarina,2945,2701,241,3,3720,429,,2939,1210,
24 032,Santa María del Río,10218,9796,410,12,90845,707,173,91010,347,368
24 033,Santo Domingo,2906,2863,36,7,6858,1486,2,7031,1313,2
24 035,Soledad de Graciano Sánchez,91725,91336,240,149,20356,4034,3,19800,4590,3
24 036,Tamasopo,8346,7921,423,2,2684,1157,1,2792,1049,1
24 037,Tamazunchale,24393,23942,448,3,3106,413,,2528,991,
24 038,Tampacán,3842,3738,103,1,9573,881,,8990,1464,
24 039,Tampamolón Corona,3519,3366,153,,4644,304,5,2034,2914,5
24 040,Tamuín,10454,10209,245,,3526,154,1,3266,414,1
24 012,Tancanhuitz,5190,4876,311,3,2002,175,2,1922,255,2
24 041,Tanlajás,4953,4746,203,4,1579,385,,1424,538,2
24 042,Tanquián de Escobedo,3681,3610,70,1,3513,466,,3649,330,
24 043,Tierra Nueva,2179,2101,76,2,4134,486,11,3439,1181,11
24 044,Vanegas,1964,1945,19,,1711,788,,1763,735,1
24 045,Venado,3979,3785,194,,1302,27,,1253,76,
24 056,Villa de Arista,4298,4216,82,,8915,1055,7,8828,1142,7
24 046,Villa de Arriaga,4631,4520,100,11,11615,508,10,11250,872,11
24 047,Villa de Guadalupe,2499,2437,62,,3740,472,,3784,427,1
24 048,Villa de la Paz,1329,1319,10,,2767,197,1,2124,840,1
24 049,Villa de Ramos,9977,9875,95,7,7886,607,3,6567,1925,4
24 050,Villa de Reyes,12133,11978,145,10,8391,4272,3,9991,2672,3
24 051,Villa Hidalgo,4212,4137,75,,5789,651,,5764,676,
24 052,Villa Juárez,2965,2892,72,1,4088,210,,3994,304,
24 054,Xilitla,12666,12127,536,3,6191,1009,,5074,2124,2
24 055,Zaragoza,6440,6354,86,,5735,128,2,5541,322,2
25 001,Ahome,133682,132957,698,27,132141,1514,27,130486,3167,29
25 002,Angostura,12941,12898,43,,12794,147,,12568,373,
25 003,Badiraguato,7239,6985,252,2,6721,516,2,5993,1244,2
25 007,Choix,8153,7927,226,,7085,125,,6778,432,
25 004,Concordia,7210,7102,108,,3919,249,,3748,420,
25 005,Cosalá,4168,4140,28,,278202,2465,579,277566,3047,633
25 006,Culiacán,281246,280185,487,574,7796,357,,7036,1117,
25 010,El Fuerte,26468,26028,435,5,11946,176,10,11576,546,10
25 008,Elota,12132,12022,100,10,15531,667,9,15658,540,9
25 009,Escuinapa,16207,16018,180,9,25340,1123,5,21934,4528,6
25 011,Guasave,77721,77294,416,11,76278,1432,11,74692,3016,13
25 012,Mazatlán,152601,152024,532,45,151470,1086,45,151270,1282,49
25 013,Mocorito,11558,11470,84,4,11011,543,4,10817,737,4
25 018,Navolato,37580,37396,178,6,14440,341,1,13881,900,1
25 014,Rosario,14782,14574,207,1,23009,152,4,22905,256,4
25 015,Salvador Alvarado,23165,23117,44,4,5382,152,1,5212,322,1
25 016,San Ignacio,5535,5396,138,1,19881,1152,,18698,2335,
25 017,Sinaloa,21033,20456,577,,36772,801,7,36278,1294,8
26 001,Aconchi,790,781,9,,782,8,,781,9,
26 002,Agua Prieta,27024,26691,311,22,26794,207,23,26780,211,33
26 003,Alamos,7124,6763,357,4,6699,421,4,5099,2021,4
26 004,Altar,2651,2616,34,1,2616,34,1,2581,69,1
26 005,Arivechi,391,381,10,,390,1,,387,4,
26 006,Arizpe,966,953,13,,958,8,,949,17,
26 007,Atil,191,190,1,,189,2,,189,2,
26 008,Bacadéhuachi,346,345,1,,345,1,,342,4,
26 009,Bacanora,261,256,2,3,256,2,3,252,6,3
26 010,Bacerac,379,371,8,,376,3,,345,34,
26 011,Bacoachi,513,504,8,1,510,2,1,510,2,1
26 012,Bácum,6395,6292,97,6,6272,117,6,5554,835,6
26 013,Banámichi,564,558,6,,562,2,,560,4,
26 014,Baviácora,1039,1036,3,,1036,3,,1022,17,
26 015,Bavispe,387,386,1,,385,2,,379,8,
26 071,Benito Juárez,5963,5875,88,,1518,24,,1505,37,
26 016,Benjamín Hill,1542,1508,34,,25896,306,19,24823,1379,19
26 017,Caborca,26221,25882,320,19,134213,1296,28,133755,1750,32
26 018,Cajeme,135537,134611,900,26,11525,28,17,11515,38,17
26 019,Cananea,11570,11500,53,17,1379,14,,1363,30,
26 020,Carbó,1393,1347,46,,671,5,2,656,20,2
26 022,Cucurpe,315,290,25,,312,3,,307,8,
26 023,Cumpas,1860,1851,9,,1852,8,,1844,16,
26 024,Divisaderos,242,242,,,242,,,242,,
26 025,Empalme,14775,14664,110,1,14636,138,1,14187,587,1
26 026,Etchojoa,15523,14910,613,,15148,375,,9218,6305,
26 027,Fronteras,2695,2650,45,,2675,20,,2656,39,
26 070,General Plutarco Elías Calles,4058,3996,60,2,342,,,341,1,
26 028,Granados,342,342,,,46249,734,36,42294,4684,41
26 029,Guaymas,47019,46450,533,36,275869,1685,655,274278,3164,767
26 030,Hermosillo,278209,276314,1243,652,389,5,,366,28,
26 031,Huachinera,394,391,3,,298,1,,296,3,
26 032,Huásabas,299,297,2,,20632,784,2,15918,5498,2
26 033,Huatabampo,21418,20935,481,2,327,,,327,,
26 034,Huépac,327,325,2,,3479,47,7,3468,56,9
26 035,Imuris,3533,3481,45,7,9798,51,2,9746,103,2
26 021,La Colorada,678,652,26,,389,12,,389,12,
26 036,Magdalena,9851,9770,79,2,1706,2,16,1705,3,16
26 037,Mazatán,401,391,10,,1647,26,1,1646,26,2
26 038,Moctezuma,1724,1703,5,16,501,1,,476,26,
26 039,Naco,1674,1637,36,1,4295,43,1,4291,46,2
26 040,Nácori Chico,502,469,33,,45856,1004,12,39213,7644,15
26 041,Nacozari de García,4339,4297,41,1,74798,3394,66,77518,646,94
26 042,Navojoa,46872,46254,607,11,119,,,119,,
26 043,Nogales,78258,77788,430,40,804,19,1,773,50,1
26 044,Ónavas,119,118,1,,155,1,,153,3,
26 045,Opodepe,824,785,39,,2632,128,,2601,159,
26 046,Oquitoa,156,154,2,,18675,217,9,18667,224,10
26 047,Pitiquito,2760,2616,144,,821,108,1,701,228,1
26 048,Puerto Peñasco,18901,18667,225,9,534,4,,517,21,
26 049,Quiriego,930,832,95,3,1480,23,2,1364,139,2
26 050,Rayón,538,527,11,,1734,9,,1673,67,3
26 051,Rosario,1505,1460,43,2,126,,,125,1,
26 052,Sahuaripa,1743,1698,45,,153,3,,154,2,
26 053,San Felipe de Jesús,126,125,1,,58696,416,52,57302,1798,64
26 072,San Ignacio Río Muerto,3906,3778,128,,2755,17,3,2604,168,3
26 054,San Javier,156,156,,,554,7,3,520,41,3
26 055,San Luis Río Colorado,59164,58410,703,51,4897,27,1,4840,84,1
26 056,San Miguel de Horcasitas,2775,2700,73,2,544,9,,543,10,
26 057,San Pedro de la Cueva,564,553,8,3,615,13,2,601,27,2
26 058,Santa Ana,4925,4883,41,1,462,16,,454,24,
26 059,Santa Cruz,553,544,9,,350,1,,348,3,
26 060,Sáric,630,613,15,2,397,,,394,3,
26 061,Soyopa,478,468,10,,470,7,,462,15,
26 062,Suaqui Grande,351,345,6,,478,9,,474,13,
26 063,Tepache,397,393,4,,2911,20,,2887,44,
26 064,Trincheras,477,465,12,,486,8,,480,14,
26 065,Tubutama,487,473,14,,364,11,,355,20,
26 066,Ures,2931,2895,36,,1421,96,4,1201,316,4
26 067,Villa Hidalgo,494,486,8,,3990,66,2,3951,105,2
26 068,Villa Pesqueira,375,365,10,,5872,91,,5273,690,
26 069,Yécora,1521,1456,61,4,3681,225,,2695,1211,
27 001,Balancán,17000,16570,429,1,15735,1264,1,16246,753,1
27 002,Cárdenas,67175,66709,460,6,63570,3599,6,65069,2100,6
27 003,Centla,28447,28089,345,13,23575,4857,15,26837,1553,57
27 004,Centro,197422,196892,448,82,194733,2606,83,196058,1254,110
27 005,Comalcalco,58235,57969,224,42,56571,1622,42,56914,1277,44
27 006,Cunduacán,37558,37350,202,6,34463,3089,6,36217,1335,6
27 007,Emiliano Zapata,9505,9449,55,1,9413,91,1,9432,72,1
27 008,Huimanguillo,51574,50938,629,7,43781,7786,7,49967,1598,9
27 009,Jalapa,10561,10468,89,4,10150,407,4,10176,381,4
27 010,Jalpa de Méndez,23690,23551,139,,22239,1451,,22979,711,
27 011,Jonuta,8666,8521,145,,8114,552,,8103,563,
27 012,Macuspana,43188,42713,461,14,33706,9468,14,41566,1607,15
27 013,Nacajuca,41980,41759,115,106,41307,567,106,41342,532,106
27 014,Paraíso,26519,26415,102,2,25659,858,2,26040,477,2
27 015,Tacotalpa,12744,12609,133,2,12158,584,2,11892,850,2
27 016,Teapa,16141,16022,115,4,15363,774,4,15882,255,4
27 017,Tenosique,18081,17694,383,4,16437,1640,4,17222,855,4
28 001,Abasolo,3078,3043,35,,2975,103,,2894,184,
28 002,Aldama,9138,8846,292,,8754,384,,7400,1738,
28 003,Altamira,80753,79948,555,250,79390,1113,250,77539,2963,251
28 004,Antiguo Morelos,2782,2749,33,,2519,263,,2424,358,
28 005,Burgos,1406,1373,33,,1292,114,,1036,370,
28 006,Bustamante,1872,1824,48,,1047,825,,403,1469,
28 007,Camargo,6362,6315,47,,6328,34,,6182,180,
28 008,Casas,1201,1161,39,1,905,295,1,653,547,1
28 009,Ciudad Madero,65542,65214,237,91,64869,582,91,64951,499,92
28 010,Cruillas,567,546,21,,534,33,,345,222,
28 021,El Mante,34510,34310,188,12,2451,147,,1840,758,
28 011,Gómez Farías,2598,2570,28,,11928,359,4,9346,2941,4
28 012,González,12291,12130,157,4,4338,209,13,2411,2136,13
28 013,Güémez,4560,4501,46,13,1736,160,,1700,196,
28 014,Guerrero,1896,1749,147,,4816,89,7,4614,291,7
28 015,Gustavo Díaz Ordaz,4912,4889,16,7,5250,204,,3717,1737,
28 016,Hidalgo,5454,5382,72,,4143,238,10,2741,1640,10
28 017,Jaumave,4391,4288,93,10,1980,19,,1742,257,
28 018,Jiménez,1999,1972,27,,4458,266,,3653,1071,
28 019,Llera,4724,4598,126,,674,9,,490,193,
28 020,Mainero,683,671,12,,34212,286,12,32202,2296,12
28 022,Matamoros,159373,157814,1350,209,155372,3792,209,152821,6343,209
28 023,Méndez,1396,1327,68,1,1221,174,1,968,427,1
28 024,Mier,2981,2955,26,,2923,58,,2904,77,
28 025,Miguel Alemán,11549,11527,22,,11521,28,,11409,140,
28 026,Miquihuana,1005,965,28,12,758,235,12,406,587,12
28 027,Nuevo Laredo,120110,119687,355,68,119394,647,69,119404,635,71
28 028,Nuevo Morelos,1132,1116,16,,1107,25,,1057,75,
28 029,Ocampo,3954,3849,105,,3727,227,,2788,1166,
28 030,Padilla,4105,4074,31,,4046,59,,3448,657,
28 031,Palmillas,587,553,31,3,546,38,3,368,216,3
28 032,Reynosa,216040,214920,366,754,214484,801,755,213212,2073,755
28 033,Río Bravo,38835,38533,281,21,38324,489,22,36712,2101,22
28 034,San Carlos,2361,2261,100,,2064,297,,1276,1085,
28 035,San Fernando,15494,15152,341,1,14383,1110,1,9624,5869,1
28 036,San Nicolás,278,237,40,1,57,220,1,78,199,1
28 037,Soto la Marina,7664,7394,267,3,7021,640,3,5852,1809,3
28 038,Tampico,93667,93310,100,257,93079,330,258,93110,299,258
28 039,Tula,7768,7609,159,,6427,1341,,4354,3414,
28 040,Valle Hermoso,18027,17779,241,7,17657,363,7,17009,1011,7
28 041,Victoria,101442,100877,494,71,99557,1814,71,99175,2196,71
28 042,Villagrán,1679,1636,43,,1643,36,,1081,598,
28 043,Xicoténcatl,7031,6966,64,1,6855,175,1,5806,1224,1
29 022,Acuamanala de Miguel Hidalgo,1510,1499,4,7,2991,10,4,2956,45,4
29 001,Amaxac de Guerrero,3005,2994,7,4,4183,24,21,4170,37,21
29 002,Apetatitlán de Antonio Carvajal,4228,4196,11,21,1885,18,,1771,132,
29 005,Apizaco,22527,22465,43,19,4452,79,3,4151,380,3
29 003,Atlangatepec,1903,1869,34,,22397,111,19,22378,130,19
29 004,Atltzayanca,4534,4499,32,3,12668,186,10,12729,125,10
29 045,Benito Juárez,1541,1530,7,4,3850,304,,3691,463,
29 006,Calpulalpan,12864,12749,105,10,3840,19,1,3779,80,1
29 010,Chiautempan,18674,18217,44,413,1494,16,3,1448,62,3
29 018,Contla de Juan Cuamatzi,9229,9164,32,33,18208,53,413,18118,143,413
29 008,Cuapiaxtla,3860,3843,16,1,1215,23,,1217,21,
29 009,Cuaxomulco,1513,1501,9,3,2408,31,4,2349,90,4
29 007,El Carmen Tequexquitla,4154,4126,28,,23637,295,22,23389,543,22
29 046,Emiliano Zapata,1238,1221,13,4,3818,28,9,3766,80,9
29 012,Españita,2443,2408,31,4,9926,225,5,9895,256,5
29 013,Huamantla,23954,23759,173,22,1954,12,,1937,29,
29 014,Hueyotlipan,3855,3819,27,9,2485,9,23,2462,32,23
29 015,Ixtacuixtla de Mariano Matamoros,10156,10095,56,5,9150,46,33,8949,247,33
29 016,Ixtenco,1966,1948,18,,5644,32,1,5619,57,1
29 048,La Magdalena Tlaltelulco,4614,377,2,4235,2373,10,,2353,29,1
29 047,Lázaro Cárdenas,900,895,5,,4756,28,6,4751,32,7
29 017,Mazatecochco de José María Morelos,2517,2470,24,23,1499,4,7,1487,11,12
29 011,Muñoz de Domingo Arenas,1238,1233,5,,6313,97,2,6265,145,2
29 021,Nanacamilpa de Mariano Arista,4790,4752,32,6,7600,60,8,7418,244,6
29 023,Natívitas,6412,6361,49,2,17784,459,34,17885,358,34
29 024,Panotla,7668,7612,50,6,6507,23,2,6408,122,2
29 041,Papalotla de Xicohténcatl,8325,8260,36,29,2844,9,49,2840,13,49
29 049,San Damián Texóloc,1478,1451,10,17,5696,57,11,5625,117,22
29 050,San Francisco Tetlanohcan,2739,2724,11,4,3215,17,13,3214,18,13
29 051,San Jerónimo Zacualpan,1038,1030,7,1,3734,31,3,3644,121,3
29 052,San José Teacalco,1397,1381,16,,9371,104,23,9211,264,23
29 053,San Juan Huactzinco,1713,1694,8,11,3328,32,1,3314,46,1
29 054,San Lorenzo Axocomanitla,1331,1328,3,,28717,82,18,28645,154,18
29 055,San Lucas Tecopilco,786,773,10,3,11706,117,3,11338,485,3
29 025,San Pablo del Monte,18277,18095,148,34,1452,6,6,1424,34,6
29 020,Sanctórum de Lázaro Cárdenas,2383,2375,8,,5846,38,28,5830,54,28
29 056,Santa Ana Nopalucan,1885,1873,9,3,2138,92,3,2167,63,3
29 057,Santa Apolonia Teacalco,1134,1127,2,5,4880,175,12,4923,132,12
29 058,Santa Catarina Ayometla,2215,2205,10,,5929,44,7,5778,195,7
29 059,Santa Cruz Quilehtla,1718,1709,7,2,2912,36,7,2886,62,7
29 026,Santa Cruz Tlaxcala,6532,6482,48,2,8262,34,29,8200,93,32
29 060,Santa Isabel Xiloxoxtla,1239,1232,4,3,3609,12,5,3582,39,5
29 027,Tenancingo,2902,2844,9,49,11954,44,35,11870,128,35
29 028,Teolocholco,5764,5712,41,11,11251,72,20,11225,98,20
29 019,Tepetitla de Lardizábal,5677,5654,22,1,1535,2,4,1520,17,4
29 029,Tepeyanco,3245,3222,10,13,1228,6,4,1189,45,4
29 030,Terrenate,3768,3712,53,3,893,7,,875,25,
29 031,Tetla de la Solidaridad,9498,9410,65,23,376,3,4235,373,6,4235
29 032,Tetlatlahuca,3361,3340,20,1,1448,13,17,1421,40,17
29 033,Tlaxcala,28817,28712,87,18,2730,5,4,2700,35,4
29 034,Tlaxco,11826,11730,93,3,1027,10,1,1013,24,1
29 035,Tocatlán,1464,1450,8,6,1385,12,,1289,108,
29 036,Totolac,5912,5866,18,28,1686,15,12,1688,13,12
29 038,Tzompantepec,5067,5010,45,12,1327,4,,1317,14,
29 039,Xaloztoc,5980,5933,40,7,777,6,3,765,18,3
29 040,Xaltocan,2955,2916,32,7,1873,9,3,1860,22,3
29 042,Xicohtzinco,3626,3608,13,5,1116,13,5,1100,29,5
29 043,Yauhquemehcan,12033,11949,49,35,2205,10,,2185,30,
29 044,Zacatelco,11343,11285,38,20,1712,4,2,1695,21,2
29 037,Ziltlaltépec de Trinidad Sánchez Santos,2233,2208,22,3,1227,9,3,1216,20,3
30 001,Acajete,2626,2570,56,,2539,87,,2361,265,
30 002,Acatlán,861,852,9,,858,3,,856,5,
30 003,Acayucan,23755,23451,301,3,22117,1635,3,22839,912,4
30 004,Actopan,13427,13346,75,6,13280,141,6,13208,213,6
30 005,Acula,1702,1674,28,,1349,353,,1540,162,
30 006,Acultzingo,5982,5901,81,,4613,1369,,4702,1280,
30 204,Agua Dulce,13683,13597,85,1,1894,35,,1529,400,
30 160,Álamo Temapache,29913,29296,602,15,2203,307,,1697,813,
30 008,Alpatláhuac,2510,2436,74,,8674,117,,8653,138,
30 009,Alto Lucero de Gutiérrez Barrios,8791,8748,43,,15761,900,1,14987,1674,1
30 010,Altotonga,16662,16368,293,1,17520,897,3,17918,498,4
30 011,Alvarado,18420,18317,101,2,2426,302,,2556,172,
30 012,Amatitlán,2728,2690,38,,7833,528,,7417,944,
30 014,Amatlán de los Reyes,13288,13129,155,4,12246,1038,4,12932,351,5
30 015,Angel R. Cabada,10825,10536,281,8,10304,513,8,10343,474,8
30 017,Apazapan,1518,1511,7,,9102,50,2,9093,57,4
30 018,Aquila,485,479,6,,1508,10,,1472,46,
30 019,Astacinga,1694,1673,21,,468,17,,409,76,
30 020,Atlahuilco,2950,2932,18,,1614,80,,137,1557,
30 021,Atoyac,7086,6991,94,1,2637,313,,356,2594,
30 022,Atzacan,5617,5507,110,,6085,1000,1,6513,572,1
30 023,Atzalan,14052,13607,445,,5422,195,,5044,573,
30 025,Ayahualulco,6417,6307,110,,13356,696,,13062,990,
30 026,Banderilla,7601,7575,25,1,4217,55,,3849,423,
30 027,Benito Juárez,4377,4149,227,1,6350,67,,6051,366,
30 028,Boca del Río,47758,47636,39,83,7469,131,1,7565,35,1
30 029,Calcahualco,3068,3024,44,,3151,1226,,1874,2503,
30 007,Camarón de Tejeda,1929,1902,27,,47490,185,83,47616,59,83
30 030,Camerino Z. Mendoza,11726,11682,42,2,2937,131,,1866,1202,
30 208,Carlos A. Carrillo,7812,7730,79,3,10906,818,2,10617,1107,2
30 031,Carrillo Puerto,5041,4949,92,,4845,196,,4168,873,
30 157,Castillo de Teayo,5609,5511,98,,12984,699,2,13007,676,2
30 032,Catemaco,13685,13403,280,2,5467,1566,2,5065,1968,2
30 033,Cazones de Herrera,7035,6858,175,2,7568,193,2,7367,394,2
30 034,Cerro Azul,7763,7654,107,2,3212,115,3,2974,353,3
30 054,Chacaltianguis,3992,3917,75,,2796,76,,2748,124,
30 055,Chalma,3810,3716,94,,1818,153,,1740,231,
30 056,Chiconamel,1730,1695,35,,26679,555,16,26914,320,16
30 057,Chiconquiaco,3339,3235,100,4,95193,2585,217,96826,950,219
30 058,Chicontepec,15166,14864,299,3,15198,908,7,14711,1392,10
30 059,Chinameca,7084,6986,97,1,417,224,,529,112,
30 060,Chinampa de Gorostiza,4644,4506,126,12,1706,128,,1622,212,
30 062,Chocamán,5198,5095,103,,4470,876,,4556,790,
30 063,Chontla,4135,4032,103,,59451,2382,10,61411,422,10
30 064,Chumatlán,1112,1061,51,,17339,1040,2,17783,596,2
30 035,Citlaltépetl,3330,3219,108,3,4370,81,1,4187,264,1
30 036,Coacoatzintla,2872,2834,38,,13640,645,10,12429,1856,10
30 037,Coahuitlán,1971,1896,75,,36115,4428,38,40208,335,38
30 038,Coatepec,27250,27020,214,16,6435,102,,5945,592,
30 039,Coatzacoalcos,97995,97246,532,217,2539,1472,2,3136,873,4
30 040,Coatzintla,16113,15980,126,7,5536,515,,5355,696,
30 041,Coetzala,641,628,13,,3367,23,1,3297,93,1
30 042,Colipa,1834,1773,61,,7619,405,4,7825,199,4
30 043,Comapa,5346,5204,142,,3740,252,,3823,169,
30 044,Córdoba,61843,61468,365,10,2819,991,,2239,1571,
30 045,Cosamaloapan de Carpio,18381,18212,167,2,1478,252,,1034,696,
30 046,Cosautlán de Carvajal,4452,4361,90,1,3039,296,4,3096,239,4
30 047,Coscomatepec,14295,14053,232,10,12527,2636,3,7457,7705,4
30 048,Cosoleacaque,40581,40164,379,38,6070,1013,1,6771,312,1
30 049,Cotaxtla,6537,6456,81,,3694,938,12,3502,1129,13
30 050,Coxquihui,4013,3846,165,2,18467,3889,8,21286,1070,8
30 051,Coyutla,6051,5904,147,,4978,220,,4975,223,
30 052,Cuichapa,3391,3347,43,1,3863,272,,2310,1825,
30 053,Cuitláhuac,8028,7974,50,4,523,589,,968,144,
30 205,El Higo,5564,5483,81,,26786,429,5,26777,438,5
30 065,Emiliano Zapata,27220,26976,239,5,5418,1885,3,5757,1546,3
30 066,Espinal,7306,7203,100,3,3138,486,3,3454,170,3
30 067,Filomeno Mata,3627,3532,92,3,19379,569,4,19686,261,5
30 068,Fortín,19952,19824,124,4,6279,1395,,7030,644,
30 069,Gutiérrez Zamora,7674,7571,103,,3250,2010,12,4861,399,12
30 070,Hidalgotitlán,5272,5101,159,12,15455,623,2,15371,707,2
30 071,Huatusco,16080,15863,215,2,5601,523,2,4858,1266,2
30 072,Huayacocotla,6126,5816,308,2,11982,629,,10359,2252,
30 073,Hueyapan de Ocampo,12611,12365,246,,1970,34,1,1951,53,1
30 074,Huiloapan de Cuauhtémoc,2005,1992,12,1,4536,1108,,5298,346,
30 075,Ignacio de la Llave,5644,5541,103,,2077,1633,,1227,2483,
30 076,Ilamatlán,3710,3644,66,,12841,403,,12856,388,
30 077,Isla,13244,13048,196,,3043,681,,1747,1977,
30 078,Ixcatepec,3724,3630,94,,3039,30,1,2888,181,1
30 079,Ixhuacán de los Reyes,3070,3029,40,1,5385,573,,5214,744,
30 083,Ixhuatlán de Madero,13930,13527,399,4,7429,418,1,7636,211,1
30 080,Ixhuatlán del Café,5958,5858,100,,3946,818,3,4658,106,3
30 082,Ixhuatlán del Sureste,4767,4686,78,3,11089,2837,4,6946,6979,5
30 081,Ixhuatlancillo,7848,7780,67,1,1700,224,,1792,132,
30 084,Ixmatlahuacan,1924,1887,37,,20298,541,1,20461,378,1
30 085,Ixtaczoquitlán,20840,20710,129,1,11120,450,6,10338,1232,6
30 086,Jalacingo,11576,11408,162,6,149365,1590,91,150164,785,97
30 088,Jalcomulco,1628,1608,19,1,1608,19,1,1597,30,1
30 089,Jáltipan,12235,12052,182,1,9687,2547,1,12012,222,1
30 090,Jamapa,3613,3571,42,,3358,255,,3503,110,
30 091,Jesús Carranza,8157,8001,151,5,7049,1103,5,7533,619,5
30 093,Jilotepec,4629,4577,52,,10179,49,9,9797,431,9
30 169,José Azueta,7275,7186,89,,4286,343,,4535,94,
30 094,Juan Rodríguez Clara,11713,11534,177,2,11149,562,2,11171,540,2
30 095,Juchique de Ferrer,4585,4466,119,,4499,86,,4341,244,
30 016,La Antigua,9154,9106,46,2,410,6,,411,5,
30 127,La Perla,6341,6229,112,,6467,84,,6435,116,
30 096,Landero y Coss,416,412,4,,839,16,,762,93,
30 061,Las Choapas,22364,21711,645,8,3628,870,,4128,370,
30 107,Las Minas,719,702,17,,7552,72,,7361,263,
30 132,Las Vigas de Ramírez,5058,5001,57,,10044,246,,9304,986,
30 097,Lerdo de Tejada,6551,6499,52,,29714,2882,11,31780,814,13
30 137,Los Reyes,1638,1580,58,,2586,548,,2738,396,
30 098,Magdalena,855,848,7,,4883,105,3,4261,727,3
30 099,Maltrata,4498,4421,77,,31971,1214,26,32688,495,28
30 100,Manlio Fabio Altamirano,7624,7560,64,,1124,8,4,1076,56,4
30 101,Mariano Escobedo,10290,10186,104,,711,8,,679,40,
30 102,Martínez de la Torre,32607,31986,610,11,40179,4678,14,43984,872,15
30 103,Mecatlán,3134,2986,148,,18350,1125,3,18930,545,3
30 104,Mecayapan,4991,4896,92,3,1809,1384,,735,2458,
30 105,Medellín de Bravo,33211,33003,182,26,4410,503,3,4755,158,3
30 106,Miahuatlán,1136,1123,9,4,6449,143,,6497,95,
30 108,Minatitlán,44871,44323,534,14,1134,80,6,1131,83,6
30 109,Misantla,19478,19137,339,2,3142,228,1,3198,172,1
30 110,Mixtla de Altamirano,3193,2985,208,,10152,550,6,9801,901,6
30 111,Moloacán,4916,4813,100,3,4223,788,,4911,100,
30 206,Nanchital de Lázaro Cárdenas del Río,8942,8901,40,1,6448,258,1,6287,419,1
30 112,Naolinco,6592,6512,80,,37585,52,9,37585,52,9
30 113,Naranjal,1220,1203,11,6,1650,169,,1767,52,
