Municipality ID,Municipality,Economic Sector 1 digit ID,Economic Sector 1 digit,Insured People
20504,Nuevo Zoquiápam,7,Transportes y comunicaciones,324
20504,Nuevo Zoquiápam,8,"Servicios para empresas, personas y el hogar",15703
20504,Nuevo Zoquiápam,9,Servicios sociales y comunales,1163
20505,Santo Domingo Ingenio,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
20505,Santo Domingo Ingenio,3,Industrias de transformación,53
20505,Santo Domingo Ingenio,4,Industria de la construcción,424
20505,Santo Domingo Ingenio,6,Comercio,147
20505,Santo Domingo Ingenio,7,Transportes y comunicaciones,148
20505,Santo Domingo Ingenio,8,"Servicios para empresas, personas y el hogar",58
20508,Santo Domingo Chihuitán,4,Industria de la construcción,2
20508,Santo Domingo Chihuitán,6,Comercio,358
20513,Santo Domingo Petapa,4,Industria de la construcción,29
20513,Santo Domingo Petapa,8,"Servicios para empresas, personas y el hogar",8
20514,Santo Domingo Roayaga,4,Industria de la construcción,7
20515,Santo Domingo Tehuantepec,3,Industrias de transformación,297
20515,Santo Domingo Tehuantepec,4,Industria de la construcción,1725
20515,Santo Domingo Tehuantepec,6,Comercio,12364
20515,Santo Domingo Tehuantepec,7,Transportes y comunicaciones,1832
20515,Santo Domingo Tehuantepec,8,"Servicios para empresas, personas y el hogar",4297
20515,Santo Domingo Tehuantepec,9,Servicios sociales y comunales,4874
20516,Santo Domingo Teojomulco,4,Industria de la construcción,33
20516,Santo Domingo Teojomulco,6,Comercio,85
20517,Santo Domingo Tepuxtepec,4,Industria de la construcción,10
20519,Santo Domingo Tomaltepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
20519,Santo Domingo Tomaltepec,8,"Servicios para empresas, personas y el hogar",14
20520,Santo Domingo Tonalá,3,Industrias de transformación,59
20520,Santo Domingo Tonalá,6,Comercio,24
20520,Santo Domingo Tonalá,8,"Servicios para empresas, personas y el hogar",51
20520,Santo Domingo Tonalá,9,Servicios sociales y comunales,7
20523,Santo Domingo Yanhuitlán,4,Industria de la construcción,34
20523,Santo Domingo Yanhuitlán,6,Comercio,36
20523,Santo Domingo Yanhuitlán,9,Servicios sociales y comunales,48
20525,Santo Domingo Zanatepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",729
20525,Santo Domingo Zanatepec,4,Industria de la construcción,34
20525,Santo Domingo Zanatepec,6,Comercio,335
20525,Santo Domingo Zanatepec,8,"Servicios para empresas, personas y el hogar",61
20526,Santos Reyes Nopala,4,Industria de la construcción,47
20526,Santos Reyes Nopala,6,Comercio,117
20526,Santos Reyes Nopala,8,"Servicios para empresas, personas y el hogar",189
20530,Santo Tomás Jalieza,4,Industria de la construcción,5
20530,Santo Tomás Jalieza,8,"Servicios para empresas, personas y el hogar",42
20531,Santo Tomás Mazaltepec,4,Industria de la construcción,20
20531,Santo Tomás Mazaltepec,6,Comercio,16
20532,Santo Tomás Ocotepec,4,Industria de la construcción,23
20534,San Vicente Coatlán,1,Industrias extractivas,3355
20534,San Vicente Coatlán,4,Industria de la construcción,138
20535,San Vicente Lachixío,3,Industrias de transformación,12
20535,San Vicente Lachixío,4,Industria de la construcción,20
20536,San Vicente Nuñú,8,"Servicios para empresas, personas y el hogar",36
20537,Silacayoápam,0,"Agricultura, ganadería, silvicultura, pesca y caza",36
20537,Silacayoápam,4,Industria de la construcción,14
20539,Soledad Etla,4,Industria de la construcción,44
20539,Soledad Etla,6,Comercio,135
20539,Soledad Etla,8,"Servicios para empresas, personas y el hogar",5
20540,Villa de Tamazulápam del Progreso,0,"Agricultura, ganadería, silvicultura, pesca y caza",576
20540,Villa de Tamazulápam del Progreso,3,Industrias de transformación,655
20540,Villa de Tamazulápam del Progreso,4,Industria de la construcción,157
20540,Villa de Tamazulápam del Progreso,6,Comercio,1195
20540,Villa de Tamazulápam del Progreso,7,Transportes y comunicaciones,248
20540,Villa de Tamazulápam del Progreso,8,"Servicios para empresas, personas y el hogar",816
20540,Villa de Tamazulápam del Progreso,9,Servicios sociales y comunales,59
20541,Tanetze de Zaragoza,4,Industria de la construcción,6
20542,Taniche,4,Industria de la construcción,20
20543,Tataltepec de Valdés,4,Industria de la construcción,10
20544,Teococuilco de Marcos Pérez,4,Industria de la construcción,67
20544,Teococuilco de Marcos Pérez,6,Comercio,116
20544,Teococuilco de Marcos Pérez,8,"Servicios para empresas, personas y el hogar",1
20545,Teotitlán de Flores Magón,0,"Agricultura, ganadería, silvicultura, pesca y caza",718
20545,Teotitlán de Flores Magón,4,Industria de la construcción,104
20545,Teotitlán de Flores Magón,6,Comercio,830
20545,Teotitlán de Flores Magón,7,Transportes y comunicaciones,165
20545,Teotitlán de Flores Magón,8,"Servicios para empresas, personas y el hogar",92
20545,Teotitlán de Flores Magón,9,Servicios sociales y comunales,1157
20546,Teotitlán del Valle,5,"Industria eléctrica, y captación y suministro de agua potable",14
20546,Teotitlán del Valle,6,Comercio,311
20546,Teotitlán del Valle,8,"Servicios para empresas, personas y el hogar",21
20547,Teotongo,4,Industria de la construcción,12
20548,Tepelmeme Villa de Morelos,4,Industria de la construcción,64
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",3,Industrias de transformación,12
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",4,Industria de la construcción,71
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",6,Comercio,58
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",8,"Servicios para empresas, personas y el hogar",129
20550,San Jerónimo Tlacochahuaya,4,Industria de la construcción,20
20550,San Jerónimo Tlacochahuaya,8,"Servicios para empresas, personas y el hogar",36
20551,Tlacolula de Matamoros,0,"Agricultura, ganadería, silvicultura, pesca y caza",600
20551,Tlacolula de Matamoros,3,Industrias de transformación,202
20551,Tlacolula de Matamoros,4,Industria de la construcción,2480
20551,Tlacolula de Matamoros,6,Comercio,5421
20551,Tlacolula de Matamoros,7,Transportes y comunicaciones,723
20551,Tlacolula de Matamoros,8,"Servicios para empresas, personas y el hogar",1680
20551,Tlacolula de Matamoros,9,Servicios sociales y comunales,362
20552,Tlacotepec Plumas,3,Industrias de transformación,60
20552,Tlacotepec Plumas,4,Industria de la construcción,44
20552,Tlacotepec Plumas,6,Comercio,17
20552,Tlacotepec Plumas,8,"Servicios para empresas, personas y el hogar",162
20553,Tlalixtac de Cabrera,0,"Agricultura, ganadería, silvicultura, pesca y caza",226
20553,Tlalixtac de Cabrera,3,Industrias de transformación,219
20553,Tlalixtac de Cabrera,4,Industria de la construcción,684
20553,Tlalixtac de Cabrera,6,Comercio,9057
20553,Tlalixtac de Cabrera,7,Transportes y comunicaciones,437
20553,Tlalixtac de Cabrera,8,"Servicios para empresas, personas y el hogar",2201
20553,Tlalixtac de Cabrera,9,Servicios sociales y comunales,516
20554,Totontepec Villa de Morelos,4,Industria de la construcción,94
20555,Trinidad Zaachila,0,"Agricultura, ganadería, silvicultura, pesca y caza",201
20555,Trinidad Zaachila,4,Industria de la construcción,97
20555,Trinidad Zaachila,6,Comercio,33
20556,La Trinidad Vista Hermosa,0,"Agricultura, ganadería, silvicultura, pesca y caza",57
20556,La Trinidad Vista Hermosa,4,Industria de la construcción,1
20556,La Trinidad Vista Hermosa,6,Comercio,900
20556,La Trinidad Vista Hermosa,7,Transportes y comunicaciones,28
20556,La Trinidad Vista Hermosa,8,"Servicios para empresas, personas y el hogar",123
20556,La Trinidad Vista Hermosa,9,Servicios sociales y comunales,4
20557,Unión Hidalgo,0,"Agricultura, ganadería, silvicultura, pesca y caza",10
20557,Unión Hidalgo,3,Industrias de transformación,35
20557,Unión Hidalgo,4,Industria de la construcción,635
20557,Unión Hidalgo,6,Comercio,302
20557,Unión Hidalgo,7,Transportes y comunicaciones,47
20557,Unión Hidalgo,8,"Servicios para empresas, personas y el hogar",6
20557,Unión Hidalgo,9,Servicios sociales y comunales,48
20559,San Juan Bautista Valle Nacional,3,Industrias de transformación,32
20559,San Juan Bautista Valle Nacional,4,Industria de la construcción,196
20559,San Juan Bautista Valle Nacional,6,Comercio,271
20559,San Juan Bautista Valle Nacional,7,Transportes y comunicaciones,48
20559,San Juan Bautista Valle Nacional,8,"Servicios para empresas, personas y el hogar",131
20565,Villa de Zaachila,3,Industrias de transformación,210
20565,Villa de Zaachila,4,Industria de la construcción,190
20565,Villa de Zaachila,6,Comercio,1633
20565,Villa de Zaachila,7,Transportes y comunicaciones,206
20565,Villa de Zaachila,8,"Servicios para empresas, personas y el hogar",259
20566,San Mateo Yucutindoo,6,Comercio,16
20568,Zapotitlán Palmas,4,Industria de la construcción,49
20568,Zapotitlán Palmas,6,Comercio,36
20569,Santa Inés de Zaragoza,4,Industria de la construcción,3
20570,Zimatlán de Álvarez,0,"Agricultura, ganadería, silvicultura, pesca y caza",2302
20570,Zimatlán de Álvarez,3,Industrias de transformación,3
20570,Zimatlán de Álvarez,4,Industria de la construcción,330
20570,Zimatlán de Álvarez,6,Comercio,1465
20570,Zimatlán de Álvarez,8,"Servicios para empresas, personas y el hogar",941
20570,Zimatlán de Álvarez,9,Servicios sociales y comunales,111
21002,Acateno,0,"Agricultura, ganadería, silvicultura, pesca y caza",2517
21002,Acateno,6,Comercio,108
21002,Acateno,8,"Servicios para empresas, personas y el hogar",36
21002,Acateno,9,Servicios sociales y comunales,14
21004,Acatzingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",2198
21004,Acatzingo,1,Industrias extractivas,27
21004,Acatzingo,3,Industrias de transformación,368
21004,Acatzingo,4,Industria de la construcción,524
21004,Acatzingo,6,Comercio,3816
21004,Acatzingo,7,Transportes y comunicaciones,261
21004,Acatzingo,8,"Servicios para empresas, personas y el hogar",984
21004,Acatzingo,9,Servicios sociales y comunales,1576
21006,Ahuacatlán,0,"Agricultura, ganadería, silvicultura, pesca y caza",809
21006,Ahuacatlán,3,Industrias de transformación,45
21006,Ahuacatlán,4,Industria de la construcción,237
21006,Ahuacatlán,5,"Industria eléctrica, y captación y suministro de agua potable",293
21006,Ahuacatlán,6,Comercio,1576
21006,Ahuacatlán,7,Transportes y comunicaciones,82
21006,Ahuacatlán,8,"Servicios para empresas, personas y el hogar",1209
21006,Ahuacatlán,9,Servicios sociales y comunales,1404
21008,Ahuazotepec,0,"Agricultura, ganadería, silvicultura, pesca y caza",36
21008,Ahuazotepec,1,Industrias extractivas,910
21008,Ahuazotepec,3,Industrias de transformación,259
21008,Ahuazotepec,4,Industria de la construcción,225
21008,Ahuazotepec,6,Comercio,273
21008,Ahuazotepec,7,Transportes y comunicaciones,5251
21008,Ahuazotepec,8,"Servicios para empresas, personas y el hogar",55
21008,Ahuazotepec,9,Servicios sociales y comunales,12
21010,Ajalpan,0,"Agricultura, ganadería, silvicultura, pesca y caza",9738
21010,Ajalpan,3,Industrias de transformación,213
21010,Ajalpan,4,Industria de la construcción,1138
21010,Ajalpan,5,"Industria eléctrica, y captación y suministro de agua potable",178
21010,Ajalpan,6,Comercio,1620
21010,Ajalpan,7,Transportes y comunicaciones,34
21010,Ajalpan,8,"Servicios para empresas, personas y el hogar",463
21010,Ajalpan,9,Servicios sociales y comunales,50
21011,Albino Zertuche,4,Industria de la construcción,6
21012,Aljojuca,4,Industria de la construcción,10
21012,Aljojuca,5,"Industria eléctrica, y captación y suministro de agua potable",29
21012,Aljojuca,6,Comercio,94
21013,Altepexi,0,"Agricultura, ganadería, silvicultura, pesca y caza",97
21013,Altepexi,4,Industria de la construcción,86
21013,Altepexi,6,Comercio,326
21013,Altepexi,7,Transportes y comunicaciones,1
21013,Altepexi,8,"Servicios para empresas, personas y el hogar",83
21013,Altepexi,9,Servicios sociales y comunales,3
21015,Amozoc,0,"Agricultura, ganadería, silvicultura, pesca y caza",81
21015,Amozoc,1,Industrias extractivas,264
21015,Amozoc,3,Industrias de transformación,65330
21015,Amozoc,4,Industria de la construcción,9427
21015,Amozoc,5,"Industria eléctrica, y captación y suministro de agua potable",422
21015,Amozoc,6,Comercio,28065
21015,Amozoc,7,Transportes y comunicaciones,4001
21015,Amozoc,8,"Servicios para empresas, personas y el hogar",11927
21015,Amozoc,9,Servicios sociales y comunales,1434
21016,Aquixtla,0,"Agricultura, ganadería, silvicultura, pesca y caza",24
21016,Aquixtla,3,Industrias de transformación,24
21016,Aquixtla,6,Comercio,291
21017,Atempan,0,"Agricultura, ganadería, silvicultura, pesca y caza",12
21017,Atempan,4,Industria de la construcción,630
21017,Atempan,6,Comercio,689
21017,Atempan,7,Transportes y comunicaciones,877
21017,Atempan,8,"Servicios para empresas, personas y el hogar",111
21017,Atempan,9,Servicios sociales y comunales,12
21018,Atexcal,4,Industria de la construcción,36
21019,Atlixco,0,"Agricultura, ganadería, silvicultura, pesca y caza",10905
21019,Atlixco,3,Industrias de transformación,20074
21019,Atlixco,4,Industria de la construcción,8573
21019,Atlixco,5,"Industria eléctrica, y captación y suministro de agua potable",2602
21019,Atlixco,6,Comercio,30561
21019,Atlixco,7,Transportes y comunicaciones,3417
21019,Atlixco,8,"Servicios para empresas, personas y el hogar",13564
21019,Atlixco,9,Servicios sociales y comunales,6720
21020,Atoyatempan,4,Industria de la construcción,21
21020,Atoyatempan,6,Comercio,68
21022,Atzitzihuacán,4,Industria de la construcción,36
21022,Atzitzihuacán,6,Comercio,12
21023,Atzitzintla,6,Comercio,8
21025,Ayotoxco de Guerrero,0,"Agricultura, ganadería, silvicultura, pesca y caza",260
21025,Ayotoxco de Guerrero,6,Comercio,347
21025,Ayotoxco de Guerrero,8,"Servicios para empresas, personas y el hogar",63
21026,Calpan,4,Industria de la construcción,5
21026,Calpan,6,Comercio,12
21026,Calpan,8,"Servicios para empresas, personas y el hogar",17516
21031,Coatzingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",2
21031,Coatzingo,8,"Servicios para empresas, personas y el hogar",8
21034,Coronango,0,"Agricultura, ganadería, silvicultura, pesca y caza",15
21034,Coronango,3,Industrias de transformación,1809
21034,Coronango,4,Industria de la construcción,4223
21034,Coronango,6,Comercio,20067
21034,Coronango,7,Transportes y comunicaciones,6388
21034,Coronango,8,"Servicios para empresas, personas y el hogar",5081
21034,Coronango,9,Servicios sociales y comunales,370
21037,Coyotepec,3,Industrias de transformación,2868
21037,Coyotepec,4,Industria de la construcción,691
21037,Coyotepec,6,Comercio,944
21037,Coyotepec,7,Transportes y comunicaciones,1491
21037,Coyotepec,8,"Servicios para empresas, personas y el hogar",1929
21037,Coyotepec,9,Servicios sociales y comunales,29
21038,Cuapiaxtla de Madero,0,"Agricultura, ganadería, silvicultura, pesca y caza",174
21038,Cuapiaxtla de Madero,3,Industrias de transformación,835
21038,Cuapiaxtla de Madero,4,Industria de la construcción,159
21038,Cuapiaxtla de Madero,6,Comercio,1548
21038,Cuapiaxtla de Madero,7,Transportes y comunicaciones,60
21038,Cuapiaxtla de Madero,8,"Servicios para empresas, personas y el hogar",160
21038,Cuapiaxtla de Madero,9,Servicios sociales y comunales,24
21039,Cuautempan,4,Industria de la construcción,61
21040,Cuautinchán,1,Industrias extractivas,336
21040,Cuautinchán,4,Industria de la construcción,6352
21040,Cuautinchán,6,Comercio,169
21041,Cuautlancingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",25
21041,Cuautlancingo,3,Industrias de transformación,278207
21041,Cuautlancingo,4,Industria de la construcción,29703
21041,Cuautlancingo,5,"Industria eléctrica, y captación y suministro de agua potable",669
21041,Cuautlancingo,6,Comercio,51795
21041,Cuautlancingo,7,Transportes y comunicaciones,55291
21041,Cuautlancingo,8,"Servicios para empresas, personas y el hogar",90170
21041,Cuautlancingo,9,Servicios sociales y comunales,6993
21042,Cuayuca de Andrade,4,Industria de la construcción,1
21043,Cuetzalan del Progreso,0,"Agricultura, ganadería, silvicultura, pesca y caza",10
21043,Cuetzalan del Progreso,4,Industria de la construcción,38
21043,Cuetzalan del Progreso,6,Comercio,1426
21043,Cuetzalan del Progreso,7,Transportes y comunicaciones,78
21043,Cuetzalan del Progreso,8,"Servicios para empresas, personas y el hogar",997
21043,Cuetzalan del Progreso,9,Servicios sociales y comunales,163
21044,Cuyoaco,0,"Agricultura, ganadería, silvicultura, pesca y caza",1457
21044,Cuyoaco,3,Industrias de transformación,24
21044,Cuyoaco,4,Industria de la construcción,1850
21044,Cuyoaco,6,Comercio,2378
21044,Cuyoaco,7,Transportes y comunicaciones,12
21044,Cuyoaco,8,"Servicios para empresas, personas y el hogar",72
21045,Chalchicomula de Sesma,0,"Agricultura, ganadería, silvicultura, pesca y caza",3847
21045,Chalchicomula de Sesma,1,Industrias extractivas,69
21045,Chalchicomula de Sesma,3,Industrias de transformación,1193
21045,Chalchicomula de Sesma,4,Industria de la construcción,663
21045,Chalchicomula de Sesma,6,Comercio,7173
21045,Chalchicomula de Sesma,7,Transportes y comunicaciones,136
21045,Chalchicomula de Sesma,8,"Servicios para empresas, personas y el hogar",900
21045,Chalchicomula de Sesma,9,Servicios sociales y comunales,414
21046,Chapulco,3,Industrias de transformación,77
21046,Chapulco,4,Industria de la construcción,299
21046,Chapulco,6,Comercio,134
21046,Chapulco,7,Transportes y comunicaciones,3
21046,Chapulco,8,"Servicios para empresas, personas y el hogar",51
21047,Chiautla,0,"Agricultura, ganadería, silvicultura, pesca y caza",621
21047,Chiautla,3,Industrias de transformación,927
21047,Chiautla,4,Industria de la construcción,777
21047,Chiautla,6,Comercio,3393
21047,Chiautla,7,Transportes y comunicaciones,158
21047,Chiautla,8,"Servicios para empresas, personas y el hogar",599
21047,Chiautla,9,Servicios sociales y comunales,1748
21048,Chiautzingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",72
21048,Chiautzingo,3,Industrias de transformación,35
21048,Chiautzingo,6,Comercio,5
21048,Chiautzingo,8,"Servicios para empresas, personas y el hogar",5
21049,Chiconcuautla,4,Industria de la construcción,12
21051,Chietla,0,"Agricultura, ganadería, silvicultura, pesca y caza",59580
21051,Chietla,3,Industrias de transformación,5
21051,Chietla,4,Industria de la construcción,379
21051,Chietla,5,"Industria eléctrica, y captación y suministro de agua potable",300
21051,Chietla,6,Comercio,323
21051,Chietla,7,Transportes y comunicaciones,271
21051,Chietla,8,"Servicios para empresas, personas y el hogar",135
21051,Chietla,9,Servicios sociales y comunales,372
21053,Chignahuapan,0,"Agricultura, ganadería, silvicultura, pesca y caza",732
21053,Chignahuapan,1,Industrias extractivas,220
21053,Chignahuapan,3,Industrias de transformación,643
21053,Chignahuapan,4,Industria de la construcción,2264
21053,Chignahuapan,6,Comercio,5145
21053,Chignahuapan,7,Transportes y comunicaciones,2227
21053,Chignahuapan,8,"Servicios para empresas, personas y el hogar",2156
21053,Chignahuapan,9,Servicios sociales y comunales,331
21054,Chignautla,3,Industrias de transformación,126
21054,Chignautla,4,Industria de la construcción,366
21054,Chignautla,5,"Industria eléctrica, y captación y suministro de agua potable",12
21054,Chignautla,6,Comercio,3816
21054,Chignautla,7,Transportes y comunicaciones,107
21054,Chignautla,8,"Servicios para empresas, personas y el hogar",451
21054,Chignautla,9,Servicios sociales y comunales,569
21058,Chilchotla,4,Industria de la construcción,324
21058,Chilchotla,6,Comercio,12
21060,Domingo Arenas,4,Industria de la construcción,17
21060,Domingo Arenas,6,Comercio,83
21061,Eloxochitlán,4,Industria de la construcción,86
21061,Eloxochitlán,6,Comercio,81
21062,Epatlán,4,Industria de la construcción,4
21062,Epatlán,6,Comercio,4
21062,Epatlán,8,"Servicios para empresas, personas y el hogar",36
21063,Esperanza,0,"Agricultura, ganadería, silvicultura, pesca y caza",1357
21063,Esperanza,4,Industria de la construcción,3523
21063,Esperanza,6,Comercio,1167
21063,Esperanza,7,Transportes y comunicaciones,3
21063,Esperanza,8,"Servicios para empresas, personas y el hogar",36
21063,Esperanza,9,Servicios sociales y comunales,24
21064,Francisco Z. Mena,4,Industria de la construcción,12
21064,Francisco Z. Mena,6,Comercio,120
21064,Francisco Z. Mena,9,Servicios sociales y comunales,48
21065,General Felipe Ángeles,4,Industria de la construcción,16
21065,General Felipe Ángeles,6,Comercio,299
21065,General Felipe Ángeles,7,Transportes y comunicaciones,19
21065,General Felipe Ángeles,8,"Servicios para empresas, personas y el hogar",127
21067,Guadalupe Victoria,0,"Agricultura, ganadería, silvicultura, pesca y caza",1328
21067,Guadalupe Victoria,1,Industrias extractivas,1180
21067,Guadalupe Victoria,3,Industrias de transformación,6490
21067,Guadalupe Victoria,4,Industria de la construcción,909
21067,Guadalupe Victoria,5,"Industria eléctrica, y captación y suministro de agua potable",496
21067,Guadalupe Victoria,6,Comercio,10071
21067,Guadalupe Victoria,7,Transportes y comunicaciones,264
21067,Guadalupe Victoria,8,"Servicios para empresas, personas y el hogar",2703
21067,Guadalupe Victoria,9,Servicios sociales y comunales,569
21069,Huaquechula,0,"Agricultura, ganadería, silvicultura, pesca y caza",203
21069,Huaquechula,4,Industria de la construcción,186
21069,Huaquechula,6,Comercio,283
21069,Huaquechula,7,Transportes y comunicaciones,13
21069,Huaquechula,8,"Servicios para empresas, personas y el hogar",39
21069,Huaquechula,9,Servicios sociales y comunales,34
21071,Huauchinango,0,"Agricultura, ganadería, silvicultura, pesca y caza",765
21071,Huauchinango,1,Industrias extractivas,120
21071,Huauchinango,3,Industrias de transformación,134
21071,Huauchinango,4,Industria de la construcción,4010
21071,Huauchinango,5,"Industria eléctrica, y captación y suministro de agua potable",71
21071,Huauchinango,6,Comercio,11627
21071,Huauchinango,7,Transportes y comunicaciones,3304
21071,Huauchinango,8,"Servicios para empresas, personas y el hogar",3039
21071,Huauchinango,9,Servicios sociales y comunales,3178
21072,Huehuetla,4,Industria de la construcción,84
21072,Huehuetla,6,Comercio,92
21073,Huehuetlán el Chico,4,Industria de la construcción,24
21073,Huehuetlán el Chico,6,Comercio,254
21073,Huehuetlán el Chico,8,"Servicios para empresas, personas y el hogar",156
21074,Huejotzingo,0,"Agricultura, ganadería, silvicultura, pesca y caza",124
21074,Huejotzingo,3,Industrias de transformación,95127
21074,Huejotzingo,4,Industria de la construcción,10997
21074,Huejotzingo,5,"Industria eléctrica, y captación y suministro de agua potable",457
21074,Huejotzingo,6,Comercio,14446
21074,Huejotzingo,7,Transportes y comunicaciones,10126
21074,Huejotzingo,8,"Servicios para empresas, personas y el hogar",4019
21074,Huejotzingo,9,Servicios sociales y comunales,2695
21075,Hueyapan,4,Industria de la construcción,32
21075,Hueyapan,6,Comercio,151
21075,Hueyapan,8,"Servicios para empresas, personas y el hogar",12
21076,Hueytamalco,0,"Agricultura, ganadería, silvicultura, pesca y caza",88
21076,Hueytamalco,4,Industria de la construcción,132
21076,Hueytamalco,6,Comercio,815
21076,Hueytamalco,8,"Servicios para empresas, personas y el hogar",198
21076,Hueytamalco,9,Servicios sociales y comunales,30
21079,Huitziltepec,3,Industrias de transformación,104
21079,Huitziltepec,7,Transportes y comunicaciones,9
21079,Huitziltepec,8,"Servicios para empresas, personas y el hogar",227
21081,Ixcamilpa de Guerrero,0,"Agricultura, ganadería, silvicultura, pesca y caza",36
21082,Ixcaquixtla,0,"Agricultura, ganadería, silvicultura, pesca y caza",5124
21082,Ixcaquixtla,3,Industrias de transformación,20
21082,Ixcaquixtla,4,Industria de la construcción,66
21082,Ixcaquixtla,6,Comercio,284
21082,Ixcaquixtla,7,Transportes y comunicaciones,114
21082,Ixcaquixtla,9,Servicios sociales y comunales,16
21083,Ixtacamaxtitlán,1,Industrias extractivas,834
21083,Ixtacamaxtitlán,4,Industria de la construcción,72
21083,Ixtacamaxtitlán,6,Comercio,24
21084,Ixtepec,8,"Servicios para empresas, personas y el hogar",48
21085,Izúcar de Matamoros,0,"Agricultura, ganadería, silvicultura, pesca y caza",3675
21085,Izúcar de Matamoros,1,Industrias extractivas,674
21085,Izúcar de Matamoros,3,Industrias de transformación,3849
21085,Izúcar de Matamoros,4,Industria de la construcción,2207
21085,Izúcar de Matamoros,5,"Industria eléctrica, y captación y suministro de agua potable",2126
21085,Izúcar de Matamoros,6,Comercio,17971
21085,Izúcar de Matamoros,7,Transportes y comunicaciones,1056
21085,Izúcar de Matamoros,8,"Servicios para empresas, personas y el hogar",4621
21085,Izúcar de Matamoros,9,Servicios sociales y comunales,18309
21086,Jalpan,4,Industria de la construcción,72
21087,Jolalpan,0,"Agricultura, ganadería, silvicultura, pesca y caza",56
21088,Jonotla,9,Servicios sociales y comunales,67
21089,Jopala,4,Industria de la construcción,2
21090,Juan C. Bonilla,3,Industrias de transformación,781
21090,Juan C. Bonilla,4,Industria de la construcción,629
21090,Juan C. Bonilla,5,"Industria eléctrica, y captación y suministro de agua potable",60
21090,Juan C. Bonilla,6,Comercio,578
21090,Juan C. Bonilla,7,Transportes y comunicaciones,698
21090,Juan C. Bonilla,8,"Servicios para empresas, personas y el hogar",808
21090,Juan C. Bonilla,9,Servicios sociales y comunales,11
21091,Juan Galindo,5,"Industria eléctrica, y captación y suministro de agua potable",3123
21091,Juan Galindo,6,Comercio,206
21091,Juan Galindo,7,Transportes y comunicaciones,25
21091,Juan Galindo,8,"Servicios para empresas, personas y el hogar",74
21091,Juan Galindo,9,Servicios sociales y comunales,87
21093,Lafragua,8,"Servicios para empresas, personas y el hogar",12
21094,Libres,0,"Agricultura, ganadería, silvicultura, pesca y caza",17
21094,Libres,3,Industrias de transformación,139
21094,Libres,4,Industria de la construcción,348
21094,Libres,5,"Industria eléctrica, y captación y suministro de agua potable",12
21094,Libres,6,Comercio,4334
21094,Libres,7,Transportes y comunicaciones,465
21094,Libres,8,"Servicios para empresas, personas y el hogar",510
21094,Libres,9,Servicios sociales y comunales,448
21096,Mazapiltepec de Juárez,4,Industria de la construcción,3
21096,Mazapiltepec de Juárez,6,Comercio,38
21098,Molcaxac,6,Comercio,167
21098,Molcaxac,9,Servicios sociales y comunales,48
21099,Cañada Morelos,0,"Agricultura, ganadería, silvicultura, pesca y caza",4550
21099,Cañada Morelos,4,Industria de la construcción,1782
21099,Cañada Morelos,5,"Industria eléctrica, y captación y suministro de agua potable",118
21099,Cañada Morelos,6,Comercio,123
21099,Cañada Morelos,7,Transportes y comunicaciones,307
21100,Naupan,7,Transportes y comunicaciones,29
21102,Nealtican,4,Industria de la construcción,52
21102,Nealtican,6,Comercio,215
21102,Nealtican,8,"Servicios para empresas, personas y el hogar",12
21103,Nicolás Bravo,4,Industria de la construcción,170
21103,Nicolás Bravo,6,Comercio,23
21103,Nicolás Bravo,7,Transportes y comunicaciones,68
21103,Nicolás Bravo,9,Servicios sociales y comunales,48
21104,Nopalucan,0,"Agricultura, ganadería, silvicultura, pesca y caza",992
21104,Nopalucan,3,Industrias de transformación,566
21104,Nopalucan,4,Industria de la construcción,921
21104,Nopalucan,6,Comercio,227
21104,Nopalucan,7,Transportes y comunicaciones,270
21104,Nopalucan,8,"Servicios para empresas, personas y el hogar",17
21104,Nopalucan,9,Servicios sociales y comunales,16
21105,Ocotepec,4,Industria de la construcción,22
21105,Ocotepec,6,Comercio,397
21105,Ocotepec,7,Transportes y comunicaciones,24
21105,Ocotepec,9,Servicios sociales y comunales,67
21106,Ocoyucan,0,"Agricultura, ganadería, silvicultura, pesca y caza",4
21106,Ocoyucan,1,Industrias extractivas,27
21106,Ocoyucan,3,Industrias de transformación,650
21106,Ocoyucan,4,Industria de la construcción,3995
21106,Ocoyucan,6,Comercio,2354
21106,Ocoyucan,8,"Servicios para empresas, personas y el hogar",79
21106,Ocoyucan,9,Servicios sociales y comunales,35
21107,Olintla,4,Industria de la construcción,2
21108,Oriental,0,"Agricultura, ganadería, silvicultura, pesca y caza",3363
21108,Oriental,1,Industrias extractivas,183
21108,Oriental,3,Industrias de transformación,391
21108,Oriental,4,Industria de la construcción,1687
21108,Oriental,6,Comercio,972
